node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
472,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.0066898761925,0.0,0.0,1,Int64[]
466,bus stop,18.07423,3.95034,22.290230394471305,211.06465440829305,0.0,211.56465440829305,33.43534559170695,1,1,211.06465440829305,237.2097696055287,0.5,33.435345591706955,1,[579]
447,bus stop,15.27423,5.35034,215.33633533419632,215.33633533419632,0.0,215.83633533419632,29.16366466580368,3,2,215.25145077637305,240.0009671842487,0.5,29.24854922362695,1,"[664, 681]"
418,bus stop,12.47423,6.75034,219.6080162600996,219.6080162600996,0.0,220.1080162600996,24.89198373990041,4,1,218.8670519629973,242.41136797533153,0.5,25.632948037002695,1,[657]
433,bus stop,13.87423,5.35034,222.493436726753,222.493436726753,0.0,222.993436726753,22.006563273246996,5,1,217.62629356867876,241.5841957124525,0.5,26.873706431321253,1,[506]
381,bus stop,9.67423,5.35034,228.05367769060842,231.18051368685875,0.0,231.68051368685875,13.319486313141255,7,2,224.5207705302881,246.18051368685875,0.5,19.97922946971189,1,"[578, 615]"
470,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-2,245.0,260.0,0.0,19.97922946971189,1,Int64[]
470,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,25.632948037002695,1,Int64[]
470,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,26.873706431321253,1,Int64[]
470,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-2,245.0,260.0,0.0,29.24854922362695,1,Int64[]
470,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,33.435345591706955,1,Int64[]
472,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.0066898761925,0.0,0.0,1,Int64[]
