passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-5.05507,2.04772,1,8
2,-4.2144,3.88063,1,8
3,0.24885,-2.54438,1,12
4,1.61147,-5.52083,1,4
5,1.87643,4.48008,1,10
6,-2.34928,0.1513,1,10
7,-3.21557,1.14431,1,5
8,-2.75929,-3.6185,1,8
9,-1.48483,-5.68868,1,1
10,0.17373,-5.89786,1,1
11,-0.44789,2.71456,1,7
12,-2.52921,-5.34889,1,11
13,-3.3011,-4.86386,1,13
14,2.25274,3.68193,1,2
15,3.96638,3.67795,1,8
16,-2.65291,0.02727,1,7
17,3.93092,-1.01603,1,1
18,-3.09713,4.85426,1,5
19,-4.62958,-2.74845,1,3
20,0.96398,5.80548,1,11
21,0.03931,-4.93758,1,5
22,1.82729,-3.28322,1,7
23,-5.55561,-0.20804,1,3
24,-1.82785,-5.51645,1,8
25,3.88275,-3.17515,1,4
26,5.10321,-1.33453,1,9
27,-4.99951,-1.52827,1,9
28,2.53466,3.01051,1,10
29,2.91949,3.98108,1,6
30,-0.13361,2.83014,1,2
31,2.75575,-4.29941,1,3
32,-0.04905,1.82262,1,12
33,1.33836,-3.13129,1,2
34,0.07937,1.94987,1,11
35,2.12279,-1.01093,1,7
36,-3.22122,4.43458,1,13
37,1.66936,4.78683,1,2
38,-0.02451,3.59882,1,6
39,-4.36887,-3.90294,1,2
40,-1.82135,0.30858,1,13
