busStop_ID,busStop_X,busStop_Y
1,-4.54648,3.12747
2,-3.54648,-5.87253
3,-3.54648,-4.87253
4,-3.54648,-3.87253
5,-3.54648,2.12747
6,-3.54648,3.12747
7,-3.54648,5.12747
8,-2.54648,-4.87253
9,-2.54648,-3.87253
10,-2.54648,3.12747
11,-2.54648,4.12747
12,-2.54648,5.12747
13,-2.54648,6.12747
14,-1.54648,-4.87253
15,-1.54648,-3.87253
16,-1.54648,-2.87253
17,-1.54648,-1.87253
18,-1.54648,5.12747
19,-1.54648,6.12747
20,-0.54648,-3.87253
21,-0.54648,-2.87253
22,-0.54648,-1.87253
23,-0.54648,5.12747
24,-0.54648,6.12747
25,0.45352,-3.87253
26,0.45352,-2.87253
27,0.45352,-1.87253
28,1.45352,-2.87253
29,1.45352,-1.87253
30,2.45352,-1.87253
31,2.45352,4.12747
32,2.45352,5.12747
33,2.45352,6.12747
34,3.45352,1.12747
35,3.45352,2.12747
36,3.45352,3.12747
37,3.45352,5.12747
38,3.45352,6.12747
39,4.45352,-2.87253
40,4.45352,-1.87253
41,4.45352,-0.87253
42,4.45352,0.12747
43,4.45352,1.12747
44,4.45352,2.12747
45,4.45352,3.12747
46,4.45352,4.12747
47,5.45352,-2.87253
48,5.45352,-1.87253
49,5.45352,-0.87253
50,5.45352,0.12747
51,5.45352,1.12747
52,5.45352,2.12747
53,5.45352,3.12747
54,6.45352,1.12747
55,6.45352,2.12747
