passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-3.04462,-4.52518,1,6
2,5.5853,1.27471,1,5
3,1.49135,-2.07646,1,10
4,5.26365,-2.31742,1,11
5,-2.10295,-4.37833,1,3
6,0.11444,-2.35136,1,7
7,-0.14723,-3.40993,1,6
8,-3.54648,2.85127,1,9
9,-3.29003,-4.87253,1,10
10,2.80392,5.19163,1,10
11,-0.7502,-2.64701,1,4
12,5.79876,1.17554,1,9
13,-0.98965,5.79439,1,9
14,4.13605,1.23472,1,3
15,4.43272,3.10007,1,2
16,1.1815,-2.37544,1,7
17,-1.37942,-3.81859,1,13
18,-2.35634,5.25393,1,5
19,5.12276,-1.65659,1,8
20,5.74767,1.26377,1,3
