passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-1.05581,5.35091,1,1
2,-5.32774,2.1061,1,5
3,-2.51943,-0.43389,1,11
4,-5.54665,1.52023,1,10
5,3.44255,-3.42651,1,2
6,-2.33902,-0.26645,1,2
7,3.2012,-1.1839,1,2
8,-2.95078,-3.46412,1,1
9,5.67278,-1.54447,1,6
10,0.34433,5.89037,1,9
11,-1.23173,-2.46014,1,10
12,-1.43772,5.73938,1,7
13,-2.77319,-5.18303,1,2
14,-1.45855,-4.06252,1,9
15,4.92305,2.24122,1,2
16,-0.07984,2.65185,1,2
17,0.65932,4.00621,1,2
18,-2.84245,-5.00765,1,2
19,3.0092,-4.46449,1,3
20,-3.29138,4.87849,1,3
21,0.94107,-4.84723,1,5
22,-0.84044,-1.65799,1,5
23,5.55456,0.23451,1,3
24,-4.65449,-3.47965,1,4
25,-3.79902,3.27487,1,12
26,4.55689,-2.65677,1,10
27,5.22774,0.03781,1,8
28,-3.82641,0.91993,1,3
29,-4.38955,2.25925,1,3
30,-2.74829,0.6888,1,2
31,0.64513,-5.06585,1,12
32,-0.80184,1.6375,1,10
33,0.7374,-3.32451,1,8
34,-1.91996,0.34931,1,5
35,2.2921,0.52389,1,3
36,2.46147,4.89723,1,9
37,-0.89488,-4.98996,1,13
38,-3.54908,0.59678,1,3
39,3.3619,4.79767,1,4
40,-0.2972,2.9135,1,6
41,-3.22504,-2.58006,1,1
42,1.39205,3.63178,1,9
43,-0.38503,-5.28564,1,6
44,0.24223,5.38789,1,13
45,2.54025,-1.45054,1,6
46,-0.51778,4.30249,1,9
47,0.4043,-4.13825,1,3
48,1.84408,4.54559,1,5
49,-5.38518,0.42029,1,3
50,4.42558,2.85218,1,10
51,-3.01837,-1.56694,1,12
52,-2.04053,-4.58543,1,5
53,-4.72555,-1.42434,1,9
54,-2.48432,1.25153,1,4
55,-1.54116,-1.97256,1,7
56,-4.21669,3.22829,1,11
57,-2.53886,-5.30995,1,8
58,-2.43737,-2.79236,1,5
59,4.41514,-1.58409,1,4
60,0.79895,3.02743,1,6
61,-1.32959,-5.08306,1,6
62,0.28475,3.28304,1,5
63,3.21604,2.99719,1,8
64,-3.97137,-3.17365,1,10
65,-5.40817,1.75205,1,6
66,-5.68762,1.50898,1,6
67,-2.39181,-3.87269,1,2
68,3.29328,0.78484,1,1
69,-1.58987,2.18197,1,4
70,-1.73695,-2.81494,1,5
71,-4.78365,2.78224,1,9
72,1.79707,-2.75728,1,13
73,2.71399,-4.72931,1,13
74,-0.13091,3.23293,1,6
75,-4.38575,-3.79181,1,4
76,-3.26023,-1.8528,1,10
77,-2.88367,-0.7547,1,10
78,2.24085,-2.38803,1,10
79,-0.4451,4.77948,1,10
80,-1.77074,3.88433,1,2
81,2.75173,2.55861,1,9
82,5.11502,-2.03152,1,7
83,-2.86209,-3.71633,1,3
84,-4.52313,0.58691,1,2
85,-3.69211,-4.4242,1,11
86,-3.31397,-0.95639,1,3
87,-3.17106,-4.21306,1,3
88,-5.06319,-1.43264,1,9
89,-0.70279,-3.82049,1,12
90,-4.58138,-0.65189,1,7
91,2.19147,-0.08673,1,10
92,0.39453,1.97868,1,2
93,3.53433,2.77001,1,13
94,4.12326,3.39788,1,8
95,5.3537,2.26071,1,9
96,-2.1265,1.45339,1,1
97,-4.38965,1.47607,1,11
98,-2.82919,3.1761,1,10
99,0.13801,-1.62254,1,2
100,-2.56242,-2.65742,1,7
101,0.3826,-2.75268,1,5
102,4.9178,-2.20733,1,8
103,3.51895,-0.60867,1,6
104,1.59668,4.18791,1,6
105,1.80008,2.14485,1,3
106,-1.57355,-4.48228,1,4
107,2.77252,1.8543,1,1
108,-4.86936,-0.78392,1,13
109,-4.95932,-0.95716,1,9
110,3.37154,-4.01657,1,13
111,-4.15911,0.39702,1,3
112,-4.51592,2.14014,1,12
113,-1.49681,-2.78164,1,11
114,-0.31574,-5.74243,1,8
115,-2.69741,-0.34167,1,6
116,-3.16179,4.48602,1,4
117,2.65611,3.6557,1,10
118,-5.13405,-3.08401,1,3
119,-0.16856,2.20454,1,1
120,3.98545,1.14307,1,10
121,0.07496,-2.41742,1,9
122,0.26699,5.88581,1,10
123,-1.45078,0.54922,1,9
