busType,maxPax,maxKWH,minSOC,maxSOC,SOC,consumption
1,10,35.8,10,80,20,0.24
1,10,35.8,10,80,24.2857142857143,0.24
1,10,35.8,10,80,28.5714285714286,0.24
1,10,35.8,10,80,32.8571428571429,0.24
1,10,35.8,10,80,37.1428571428571,0.24
1,10,35.8,10,80,41.4285714285714,0.24
1,10,35.8,10,80,45.7142857142857,0.24
1,10,35.8,10,80,50,0.24
1,10,35.8,10,80,54.2857142857143,0.24
1,10,35.8,10,80,58.5714285714286,0.24
1,10,35.8,10,80,62.8571428571429,0.24
1,10,35.8,10,80,67.1428571428571,0.24
1,10,35.8,10,80,71.4285714285714,0.24
1,10,35.8,10,80,75.7142857142857,0.24
1,10,35.8,10,80,80,0.24
2,20,53.7,10,80,20,0.29
2,20,53.7,10,80,28.5714285714286,0.29
2,20,53.7,10,80,37.1428571428571,0.29
2,20,53.7,10,80,45.7142857142857,0.29
2,20,53.7,10,80,54.2857142857143,0.29
2,20,53.7,10,80,62.8571428571429,0.29
2,20,53.7,10,80,71.4285714285714,0.29
2,20,53.7,10,80,80,0.29
