passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,2.6578,4.76267,1,3
2,-3.39308,-4.616,1,2
3,-0.29295,-2.53968,1,13
4,-3.44603,-4.60449,1,3
5,-4.62808,1.47411,1,1
6,-2.2522,-0.68527,1,8
7,-0.97939,3.26957,1,12
8,-0.15171,-4.54799,1,9
9,2.20015,5.45208,1,3
10,-2.28279,-5.44094,1,5
11,1.11623,2.51465,1,6
12,-4.00902,4.35147,1,13
13,-4.1404,-4.17271,1,3
14,0.81487,-4.2388,1,12
15,4.72157,2.63937,1,9
16,2.39617,-1.13887,1,5
17,0.65309,-4.00723,1,3
18,-5.73831,0.47732,1,6
19,-4.95261,2.11154,1,7
20,-5.55905,1.93128,1,2
21,-1.71193,4.63147,1,8
22,-1.85618,-0.09933,1,3
23,-5.54678,-0.37598,1,6
24,2.39572,-5.2946,1,8
25,1.39423,-4.81803,1,4
26,-3.2508,-4.15404,1,4
27,-3.77955,3.61189,1,9
28,1.48499,-3.64451,1,4
29,-4.83221,-1.01102,1,11
30,-1.67582,2.28455,1,13
31,4.73626,-1.90968,1,10
32,1.29687,-1.2816,1,5
33,-3.23761,-1.05548,1,8
34,-1.40162,-1.35784,1,2
35,-2.00824,-1.22276,1,12
36,1.43825,5.28896,1,12
37,-1.60429,4.80903,1,11
38,-3.53901,0.65385,1,4
39,0.71641,5.81436,1,8
40,1.0317,-1.53237,1,1
41,1.40477,3.88384,1,6
42,0.58618,3.845,1,5
43,2.53244,4.65542,1,3
44,0.75441,5.3403,1,3
45,-2.68971,1.14995,1,6
46,-1.62315,4.01808,1,2
47,3.68535,-1.92529,1,8
48,-4.44127,2.08284,1,7
49,2.03791,4.69446,1,10
50,-1.06605,-3.35971,1,10
51,3.37336,-0.43157,1,9
52,-4.65328,1.88069,1,1
53,3.78068,3.1727,1,1
54,-0.1409,2.77818,1,5
55,-2.10269,1.35826,1,7
56,-3.61338,-2.4522,1,9
57,-0.45116,5.86837,1,6
58,-2.95921,-2.23183,1,11
59,-1.13179,-4.55212,1,10
60,0.55292,3.08187,1,13
61,3.8879,3.53404,1,7
62,-0.95265,3.15467,1,5
63,-1.8412,3.992,1,2
64,-4.51745,2.33163,1,8
65,-5.67796,-0.28058,1,11
66,5.05521,3.0118,1,6
67,-0.35662,4.53777,1,2
68,-4.82428,-1.21048,1,4
69,2.65438,0.49289,1,2
70,2.98268,-1.42986,1,4
71,-0.68217,-5.49171,1,6
72,-3.28278,0.23536,1,7
73,-4.80239,-2.58247,1,6
74,0.25825,3.22526,1,12
75,-5.60492,1.48239,1,7
76,3.64953,-0.86191,1,13
77,-2.85281,-0.86403,1,9
78,-3.24593,-0.43361,1,13
79,0.55388,4.76809,1,4
80,-4.25852,0.29755,1,9
81,-2.67257,-2.64119,1,4
82,-2.37037,-4.96707,1,9
83,-3.71567,2.86295,1,10
84,-3.0683,3.37472,1,1
85,5.74598,-0.43471,1,4
86,3.3527,0.81024,1,3
87,3.95908,-3.48298,1,9
88,4.50011,-2.72716,1,11
89,1.11148,-3.72218,1,5
90,3.76563,2.68961,1,11
91,-0.16344,2.18709,1,9
92,-1.03095,1.73435,1,1
93,-1.9189,-4.05983,1,8
94,3.49406,4.04208,1,6
95,-1.0449,-5.71673,1,12
96,2.01762,1.60111,1,1
97,-2.63293,-3.80992,1,7
98,-4.25061,0.15567,1,6
99,0.2956,-1.60135,1,6
100,-0.80446,-3.60288,1,11
101,2.28595,-1.58054,1,5
102,4.17327,-3.41188,1,11
103,-1.8017,3.0834,1,7
104,-1.41855,-4.25155,1,1
105,0.90185,2.65091,1,3
106,4.66327,0.906,1,10
107,-0.12416,-3.33315,1,7
108,-4.93206,-0.0007,1,2
109,-5.0107,0.63549,1,5
110,4.33211,-2.95516,1,8
111,-3.22144,-2.66047,1,3
112,-1.66529,-1.51848,1,10
113,2.00495,-2.44093,1,4
114,1.96475,-5.40508,1,12
115,-2.40912,-1.26051,1,4
116,2.24522,5.00802,1,10
117,0.28566,4.50971,1,3
118,4.52993,-3.91782,1,4
119,2.17519,0.39619,1,2
120,-4.13779,0.2629,1,8
121,-2.54406,-4.39759,1,9
122,5.83908,-0.78688,1,8
123,-0.36029,-1.50884,1,6
124,-5.32944,-0.01579,1,9
125,-5.37218,0.98677,1,9
126,5.22896,2.05582,1,9
127,-0.93613,-2.05508,1,9
128,3.82753,1.04531,1,13
129,2.99082,1.4407,1,3
130,-5.35858,-0.73346,1,10
131,3.3658,2.34128,1,4
132,2.38472,-5.2247,1,2
133,1.19256,-2.63915,1,8
134,-0.57543,-3.28971,1,6
135,1.57485,2.16374,1,6
136,-1.40708,-2.20509,1,9
137,-5.58206,-0.65517,1,11
138,4.60348,-0.7893,1,5
139,-2.70455,-3.67331,1,9
140,0.83112,-2.53997,1,6
