busStop_ID,busStop_X,busStop_Y
1,-7.97895,-1.23368
2,-7.97895,0.16632
3,-6.57895,-5.43368
4,-6.57895,-4.03368
5,-6.57895,-2.63368
6,-6.57895,4.36632
7,-5.17895,-6.83368
8,-5.17895,-5.43368
9,-5.17895,-2.63368
10,-5.17895,1.56632
11,-5.17895,4.36632
12,-5.17895,5.76632
13,-5.17895,7.16632
14,-3.77895,-6.83368
15,-3.77895,-5.43368
16,-3.77895,-2.63368
17,-3.77895,-1.23368
18,-3.77895,0.16632
19,-3.77895,1.56632
20,-3.77895,5.76632
21,-3.77895,7.16632
22,-2.37895,-5.43368
23,-2.37895,-4.03368
24,-2.37895,-1.23368
25,-2.37895,2.96632
26,-0.97895,1.56632
27,-0.97895,2.96632
28,-0.97895,5.76632
29,-0.97895,7.16632
30,0.42105,-8.23368
31,0.42105,2.96632
32,0.42105,4.36632
33,1.82105,-8.23368
34,1.82105,-4.03368
35,1.82105,-2.63368
36,1.82105,-1.23368
37,1.82105,2.96632
38,1.82105,7.16632
39,1.82105,8.56632
40,3.22105,-8.23368
41,3.22105,-1.23368
42,3.22105,0.16632
43,3.22105,1.56632
44,3.22105,2.96632
45,4.62105,-6.83368
46,4.62105,-5.43368
47,6.02105,-6.83368
48,6.02105,-5.43368
49,6.02105,-4.03368
50,6.02105,0.16632
51,7.42105,-4.03368
52,7.42105,-2.63368
53,7.42105,-1.23368
54,7.42105,0.16632
55,7.42105,4.36632
56,8.82105,0.16632
