cus,pickup_bus_node,drop_off_transit_node,ride_time,cus_walking_time
26,8,23,2.303266150414629,10.796601057483954
27,15,23,2.7813927133013863,8.719968673954078
28,12,23,4.283933225227912,9.449488514013368
29,21,23,4.7062823548806705,1.145390865728427
30,17,23,8.985815245047235,2.997844681360929
31,5,23,3.8947725580199517,5.5512962132333445
32,12,23,4.283933225227912,5.2616369273933525
33,10,23,4.905384780539805,9.63292534626131
34,19,23,3.9042678658299224,1.4637623845211678
35,3,23,6.900028065408037,9.87147667108726
36,6,23,6.290477184813454,1.1359982272514102
37,12,23,4.283933225227912,11.386269099226487
38,10,23,4.905384780539805,4.306011534545647
39,13,23,2.52393465959733,2.7201951537969626
40,7,23,8.477224172765261,9.133923860719749
41,5,23,3.8947725580199517,6.751294249878533
42,16,23,6.532540987992206,4.215008716184188
43,22,23,5.247726779584838,0.8453501803014217
44,18,23,7.761556203540522,9.983959088783628
45,18,23,7.761556203540522,3.461788535077164
