passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,0.43992,-9.03857,1,4
2,-0.41102,-9.51957,1,9
3,-2.98433,2.39932,1,9
4,-5.35381,-7.92901,1,3
5,3.80353,7.04246,1,2
6,-0.93605,-3.30278,1,7
7,5.32069,1.07862,1,13
8,-1.25657,7.35722,1,5
9,9.38103,2.80047,1,8
10,8.05292,5.6319,1,3
11,1.87129,-3.7623,1,10
12,-3.34832,-9.26899,1,4
13,-4.00561,8.9313,1,7
14,6.70751,-2.16906,1,10
15,8.76163,1.92646,1,12
16,-3.72118,1.50739,1,13
17,-4.85058,4.46643,1,8
18,0.93245,-9.53382,1,2
19,2.50127,-8.56924,1,2
20,3.78597,9.03918,1,4
21,-8.12863,0.52349,1,11
22,-2.25732,0.80331,1,4
23,-5.59873,-7.34211,1,11
24,-2.4427,-9.35848,1,4
25,0.24386,-8.2787,1,13
