node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
162,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.1364668332183,0.0,0.0,1,Int64[]
100,bus stop,2.94373,-8.54004,10.883315293154627,228.17502706026806,0.0,228.67502706026806,16.324972939731936,3,3,228.17502706026806,248.61668470684538,0.5,16.324972939731943,1,"[224, 292, 295]"
88,bus stop,1.54373,-8.54004,230.36177404821987,230.36177404821987,0.0,230.86177404821987,14.138225951780129,5,2,228.81606555446885,249.04404370297922,0.5,15.683934445531154,1,"[313, 397]"
76,bus stop,0.14373,-7.14004,233.24719451487329,233.24719451487329,0.0,233.74719451487329,11.252805485126714,7,2,231.59369908565353,250.89579939043568,0.5,12.906300914346474,1,"[216, 340]"
90,bus stop,1.54373,-5.74004,236.1326149815267,236.1326149815267,0.0,236.6326149815267,8.3673850184733,10,3,233.7578274465551,252.33855163103672,0.5,10.742172553444911,1,"[308, 334, 339]"
91,bus stop,1.54373,-4.34004,238.3193619694785,238.3193619694785,0.0,238.8193619694785,6.180638030521493,12,2,236.17515550503623,253.95010367002413,0.5,8.32484449496378,1,"[251, 277]"
80,bus stop,0.14373,-1.54004,242.59104289538178,242.6364668332182,0.0,243.1364668332182,1.8635331667817923,13,1,241.7047002498273,257.6364668332182,0.5,2.795299750172677,1,[394]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,12,-1,245.0,260.0,0.0,2.795299750172677,1,Int64[]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,10,-2,245.0,260.0,0.0,12.906300914346474,1,Int64[]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,8,-2,245.0,260.0,0.0,15.683934445531154,1,Int64[]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-3,245.0,260.0,0.0,10.742172553444911,1,Int64[]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-2,245.0,260.0,0.0,8.32484449496378,1,Int64[]
160,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-3,245.0,260.0,0.0,16.324972939731943,1,Int64[]
162,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.1364668332183,0.0,0.0,1,Int64[]
