node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
296,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1256.9006685279924,0.0,0.0,1,Int64[]
290,bus stop,18.32097,2.23194,22.236652517963986,211.14502122305402,0.0,211.64502122305402,33.354978776945984,2,2,211.14502122305402,237.263347482036,0.5,33.35497877694598,1,"[302, 497]"
292,bus stop,18.32097,5.03194,215.01851519895763,215.01851519895763,0.0,215.51851519895763,29.48148480104237,3,1,210.16367969656403,236.60911979770935,0.5,34.33632030343597,1,[439]
293,bus stop,18.32097,6.43194,217.20526218690944,217.20526218690944,0.0,217.70526218690944,27.294737813090563,4,1,209.408668273715,236.10577884914335,0.5,35.091331726285,1,[496]
276,bus stop,15.52097,3.63194,222.47610312021627,225.2948822450482,0.0,225.7948822450482,19.2051177549518,5,1,215.6923233675723,240.2948822450482,0.5,28.8076766324277,1,[455]
294,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,28.8076766324277,1,Int64[]
294,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,34.33632030343597,1,Int64[]
294,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,35.091331726285,1,Int64[]
294,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-2,245.0,260.0,0.0,33.35497877694598,1,Int64[]
296,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1256.9006685279924,0.0,0.0,1,Int64[]
