passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime,DistanceFromStation
1,2.24943,0.98475,1,13,2.45553331014783
4,-2.55176,-0.22426,1,13,2.56159409586721
7,1.45043,0.74458,1,13,1.63037864989713
9,-1.78077,-1.63451,1,13,2.41718025870521
10,-1.95716,2.08255,1,13,2.85788423036258
11,0.9072,-1.81196,1,13,2.02637749415933
20,0.47194,2.39448,1,13,2.44054527683113
25,-0.5947,1.56485,1,13,1.67404043977303
26,-1.80347,1.79432,1,13,2.54402827642728
27,-2.41608,-0.96586,1,13,2.60197995876859
33,-2.4951,-0.69738,1,13,2.59072735859454
37,-1.01482,-2.18913,1,13,2.41291478854909
39,2.24148,-1.43522,1,13,2.66159965328595
42,0.1799,-2.72448,1,13,2.73041584317194
45,-2.32145,1.24298,1,13,2.63327569580018
46,-1.61244,-1.27693,1,13,2.05682259290579
47,0.52783,2.27713,1,13,2.33750241926876
48,-0.00376,-2.21917,1,13,2.21916883006101
49,2.79824,0.06164,1,13,2.79891814568734
50,0.4256,1.86265,1,13,1.9106518255225
51,0.73444,1.80427,1,13,1.94802143130153
53,-0.69654,1.41716,1,13,1.57907967580604
54,1.42876,-0.58308,1,13,1.54315614932852
56,1.77794,-1.90981,1,13,2.60930174214147
59,-1.98047,-0.24504,1,13,1.99557036660791
61,1.38616,1.00733,1,13,1.71351932018613
63,-1.94397,-0.33705,1,13,1.97297309135453
68,2.65363,0.11551,1,13,2.6561434091379
69,1.68129,0.06357,1,13,1.68249493127925
70,-1.36634,-0.91344,1,13,1.64354778549903
71,1.5213,1.30963,1,13,2.00735893206493
73,-0.81441,1.31404,1,13,1.54595202272016
75,1.19298,1.57301,1,13,1.97422564971286
76,-0.79476,2.02629,1,13,2.17657678598322
77,-1.75951,1.13975,1,13,2.09640010303751
79,-1.68538,0.28167,1,13,1.70875487610778
81,-1.28127,-2.57698,1,13,2.87792743921873
83,1.32396,2.54287,1,13,2.86688728180252
87,-1.75437,0.21535,1,13,1.76754113667288
89,2.28939,-1.58093,1,13,2.78220294073052
90,0.28361,-2.57153,1,13,2.58711821118912
94,1.77817,-0.55378,1,13,1.86241184321053
95,-0.83473,-2.00307,1,13,2.17003844692676
96,-1.91511,1.77907,1,13,2.61395304764597
98,-2.16321,-0.14335,1,13,2.16795856565892
101,-2.20591,-1.21489,1,13,2.51832776399704
105,-1.08846,2.34582,1,13,2.58604785852403
107,-2.04224,-1.6923,1,13,2.65228555869132
111,0.67706,1.50781,1,13,1.65284426954008
112,1.98932,-0.30077,1,13,2.01192553529635
113,0.68616,-2.09036,1,13,2.20009400459846
115,-1.53372,0.37527,1,13,1.5789608419137
116,-2.28587,1.6517,1,13,2.82015794523836
120,1.48579,-2.47115,1,13,2.88342990073879
122,2.13746,1.70339,1,13,2.73317974319992
123,-1.46802,0.36893,1,13,1.51366964043582
125,1.75389,-1.26895,1,13,2.16479827298461
126,-1.67439,2.17178,1,13,2.74229988864527
127,-1.14326,1.62915,1,13,1.99027003930849
130,0.56663,-1.43265,1,13,1.54063333511894
135,2.40687,0.70118,1,13,2.50692353217425
137,1.95555,1.40272,1,13,2.40661274574488
138,-0.50289,1.43473,1,13,1.52031522252701
139,-1.34138,0.7947,1,13,1.55911471241933
145,-2.63883,-1.40652,1,13,2.99027058042697
146,-1.23733,-1.36034,1,13,1.83889059187587
148,-1.30254,-1.26632,1,13,1.81663626116007
149,0.07747,-2.24856,1,13,2.24989695369291
155,-1.18084,2.28857,1,13,2.57525766878733
156,-1.02241,2.01975,1,13,2.263781506321
157,-1.50135,1.93211,1,13,2.44685547538684
166,-2.20184,-0.20176,1,13,2.21106707711782
168,-2.18866,-1.39788,1,13,2.59698247770555
169,2.55932,0.94292,1,13,2.7274965123902
170,-2.21225,1.02364,1,13,2.43759686832387
172,-0.91871,2.3939,1,13,2.56413050116999
175,0.53447,2.21095,1,13,2.27463538772618
179,-1.83932,1.11891,1,13,2.15291531269693
185,0.98837,1.73225,1,13,1.99438104873556
186,-1.71637,1.62758,1,13,2.36536514333963
187,-2.31046,0.90355,1,13,2.48085285596241
189,-2.86914,0.08951,1,13,2.87053548262576
192,-2.82892,0.78083,1,13,2.93470213831722
193,0.23822,-1.76037,1,13,1.77641559889432
195,1.16279,-2.39024,1,13,2.65806618913822
196,1.75373,1.83946,1,13,2.54149260900183
198,1.46189,1.72409,1,13,2.26044458748559
