node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
79,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.4026115216648,0.0,0.0,1,Int64[]
32,bus stop,-2.70394,-18.04777,21.986987715998904,211.51951842600164,0.0,212.01951842600164,32.98048157399836,1,1,211.51951842600164,237.5130122840011,0.5,32.980481573998354,1,[118]
36,bus stop,-1.30394,-18.04777,213.70626541395345,213.70626541395345,0.0,214.20626541395345,30.793734586046554,2,1,211.79853052356344,237.69902034904229,0.5,32.70146947643656,1,[83]
38,bus stop,-1.30394,-13.84777,219.26650637780887,219.3632067239221,0.0,219.8632067239221,25.136793276077896,3,1,219.3632067239221,242.74213781594807,0.5,25.136793276077903,1,[97]
33,bus stop,-2.70394,-13.84777,221.5499537118739,221.5499537118739,0.0,222.0499537118739,22.95004628812609,4,1,219.00128561792167,242.50085707861444,0.5,25.498714382078333,1,[124]
45,bus stop,0.09606,-11.04777,226.82079464518074,226.82079464518074,0.0,227.32079464518074,17.67920535481926,5,1,224.5333958830278,246.1889305886852,0.5,19.966604116972213,1,[108]
34,bus stop,-2.70394,-9.64777,231.092475571084,232.42829057156945,0.0,232.92829057156945,12.071709428430552,6,1,226.39243585735414,247.42829057156945,0.5,18.107564142645842,1,[122]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,18.107564142645842,1,Int64[]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,25.498714382078333,1,Int64[]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,19.966604116972213,1,Int64[]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,25.136793276077903,1,Int64[]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,32.980481573998354,1,Int64[]
77,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,32.70146947643656,1,Int64[]
79,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.4026115216648,0.0,0.0,1,Int64[]
