passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,4.84625,2.50215,1,8
2,5.40291,1.905,1,4
3,-2.50881,-0.49162,1,10
4,1.0481,-5.6549,1,3
5,4.44562,-1.95669,1,9
6,1.61253,1.71515,1,3
7,-3.09893,-1.43037,1,5
8,-4.46662,0.86979,1,9
9,5.86284,0.43926,1,11
10,-3.07103,5.03823,1,2
11,1.44221,2.34296,1,13
12,1.62515,-5.68915,1,11
13,-2.20561,5.44882,1,7
14,-4.24723,-0.7697,1,6
15,2.73451,4.66711,1,6
16,-2.12678,-1.58603,1,4
17,-0.33054,4.04663,1,7
18,-3.26405,-4.74363,1,7
19,-2.00665,-4.99603,1,11
20,-0.06835,-5.88457,1,11
21,-4.70123,1.50986,1,9
22,1.60694,0.93435,1,5
23,0.73223,5.51108,1,11
24,4.97093,-3.01033,1,7
25,2.8872,4.10139,1,5
26,2.41881,-4.68754,1,13
27,-5.0769,-1.24731,1,12
28,3.93428,-0.09557,1,8
29,4.35316,2.32859,1,9
30,-2.65151,0.99853,1,8
31,4.00242,3.17171,1,3
32,1.77128,-0.43234,1,4
33,3.40387,0.09914,1,7
34,0.30419,-1.92763,1,3
35,0.96491,-2.1441,1,11
36,3.71913,-4.02614,1,3
37,4.37271,2.56513,1,3
38,-2.90868,2.11936,1,3
39,-0.36309,5.84706,1,3
40,0.57161,-1.75665,1,6
41,-3.75249,1.72524,1,5
42,3.2924,-2.07068,1,13
43,2.20068,4.82112,1,6
44,-0.46716,5.37306,1,3
45,1.78505,2.31744,1,12
46,2.84393,3.2698,1,13
47,2.8328,-3.04364,1,6
48,-4.30302,-2.35522,1,2
49,-4.86863,-1.57719,1,4
50,3.22816,4.15928,1,6
51,2.05101,-2.71279,1,8
52,-3.614,-3.48267,1,4
53,-2.92488,3.9755,1,8
54,-2.77212,-0.23131,1,10
55,-2.04174,1.44826,1,3
56,3.87882,2.00613,1,2
57,0.37266,5.87388,1,4
58,2.64842,2.59305,1,5
59,1.89241,4.29204,1,6
60,0.19753,3.12484,1,7
61,-4.56004,2.60985,1,2
62,3.13629,1.01152,1,4
63,3.60013,-2.52292,1,11
64,4.78083,-1.72843,1,1
65,-5.67553,0.32615,1,13
66,-5.87098,0.39706,1,10
67,-2.38364,3.87773,1,7
68,2.13003,-1.54646,1,8
69,-1.83877,1.97676,1,4
70,2.53262,2.12761,1,6
71,1.04556,-5.43424,1,13
72,-2.53247,2.10205,1,8
73,0.28453,5.44529,1,7
74,-2.66359,1.83691,1,4
75,4.76513,3.30244,1,7
76,2.53291,2.7652,1,9
77,2.78537,-1.0615,1,9
78,3.15117,-0.89119,1,6
79,-4.27411,-2.18483,1,5
80,3.97129,1.56599,1,13
81,0.35878,3.74029,1,1
82,-3.3227,4.38749,1,12
83,2.02899,-4.22917,1,12
84,4.5397,0.44074,1,11
85,5.55313,1.53883,1,2
86,1.68082,3.01196,1,4
87,-3.12311,-4.24873,1,5
88,-0.60297,-5.22731,1,9
89,-2.32758,-3.11005,1,2
90,-4.40926,1.40442,1,10
