passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime,DistanceFromStation
2,-0.63278,2.884,1,13,2.95260399851348
3,1.85024,0.75191,1,13,1.99718678589171
4,-0.68938,1.72756,1,13,1.86002577020735
10,0.04963,1.90821,1,13,1.90885570083564
11,-1.2006,-2.45616,1,13,2.73388547425201
15,2.0138,-0.1077,1,13,2.01668140237991
17,-1.55982,-0.81376,1,13,1.7593343777854
20,2.01686,0.00694,1,13,2.01687206263741
21,1.56934,2.48229,1,13,2.93676506789529
23,-0.45685,-2.78834,1,13,2.82552089546568
26,-1.54174,0.33696,1,13,1.57813397460921
27,2.04399,-1.55615,1,13,2.56895285215402
28,1.34167,-2.44474,1,13,2.7886932757821
29,0.07713,2.94488,1,13,2.94589157106646
32,-0.09436,-1.698,1,13,1.70061807784307
33,0.45894,2.90516,1,13,2.94118699357397
34,1.13643,1.549,1,13,1.9211682156541
35,-0.94995,-2.32633,1,13,2.51280559052634
36,-0.46566,-2.06894,1,13,2.12069317968939
37,0.96215,1.36991,1,13,1.67403164820266
40,-1.18672,1.04161,1,13,1.57900997107413
41,0.07894,-2.01336,1,13,2.01490560266749
48,1.78543,0.26063,1,13,1.80435208595333
49,-2.178,1.86876,1,13,2.8698337177721
52,0.3415,-1.66707,1,13,1.70168915060849
53,-0.90517,2.82124,1,13,2.96288864928467
55,0.11111,-2.31844,1,13,2.32109630942925
63,-0.14714,2.79476,1,13,2.79863363613152
65,-1.90975,-2.15462,1,13,2.87915171004627
66,0.92216,1.45115,1,13,1.71936777357318
67,1.05689,-1.47757,1,13,1.81665028126985
68,-2.16023,-1.08224,1,13,2.41616294608935
70,-2.33809,-1.86056,1,13,2.98803237481612
73,0.09295,2.42311,1,13,2.42489183566514
75,0.51868,-1.64532,1,13,1.72514201165042
76,-0.7638,2.61009,1,13,2.71955184791497
77,-1.25649,1.5761,1,13,2.0156540030126
79,2.61444,-1.38297,1,13,2.95768145449775
81,1.90634,1.58779,1,13,2.48097335395919
83,-2.63803,-1.25718,1,13,2.92227122565533
84,-1.9806,0.20302,1,13,1.99097778808473
85,-2.40681,0.86346,1,13,2.5570062356837
87,-1.64713,-1.98609,1,13,2.58022478654447
89,1.40078,0.63879,1,13,1.53955952404372
90,1.5854,-2.33829,1,13,2.82508683201348
92,-1.4626,1.97356,1,13,2.45644868842083
93,0.25846,-2.07341,1,13,2.08945932002067
