busStop_ID,busStop_X,busStop_Y
1,-23.73744,1.68584
2,-22.33744,7.28584
3,-22.33744,8.68584
4,-19.53744,-1.11416
5,-16.73744,-10.91416
6,-16.73744,-9.51416
7,-12.53744,-17.91416
8,-12.53744,-3.91416
9,-12.53744,4.48584
10,-12.53744,11.48584
11,-12.53744,12.88584
12,-12.53744,19.88584
13,-11.13744,-17.91416
14,-11.13744,-13.71416
15,-11.13744,4.48584
16,-9.73744,-20.71416
17,-9.73744,-13.71416
18,-9.73744,21.28584
19,-5.53744,-20.71416
20,-5.53744,0.28584
21,-4.13744,-9.51416
22,-4.13744,0.28584
23,-2.73744,-9.51416
24,-2.73744,-8.11416
25,-2.73744,15.68584
26,0.06256,-20.71416
27,0.06256,-9.51416
28,0.06256,15.68584
29,1.46256,-23.51416
30,2.86256,-23.51416
31,2.86256,4.48584
32,2.86256,8.68584
33,2.86256,21.28584
34,4.26256,-1.11416
35,4.26256,4.48584
36,4.26256,8.68584
37,4.26256,21.28584
38,7.06256,-23.51416
39,7.06256,-22.11416
40,7.06256,1.68584
41,8.46256,1.68584
42,9.86256,-20.71416
43,12.66256,19.88584
44,14.06256,12.88584
45,15.46256,-13.71416
46,15.46256,-12.31416
47,18.26256,-6.71416
48,18.26256,-5.31416
49,18.26256,12.88584
50,21.06256,-5.31416
51,22.46256,-5.31416
