id,v_type,x,y,lyr,ei,li,chg_power,set_physical,s_t,Li
1,bus stop,-4.9506,-0.18349,1,235.54698923954,253.53132615969332,0.0,1.0,0.5,8.953010760459996
2,bus stop,-4.3506,1.81651,1,235.97964319627724,253.81976213085147,0.0,2.0,0.5,8.520356803722773
3,bus stop,-4.1506,0.61651,1,236.91662004806142,254.4444133653743,0.0,3.0,0.5,7.583379951938568
4,bus stop,-4.1506,1.81651,1,236.31199863194394,254.04133242129598,0.0,4.0,0.5,8.188001368056057
5,bus stop,-3.9506,-2.58349,1,235.96925525434304,253.81283683622868,0.0,5.0,0.5,8.530744745656957
6,bus stop,-3.9506,0.81651,1,237.20946541798583,254.63964361199055,0.0,6.0,0.5,7.290534582014168
7,bus stop,-3.9506,1.01651,1,237.12780554060853,254.58520369373903,0.0,7.0,0.5,7.372194459391471
8,bus stop,-3.9506,1.81651,1,236.64178526304357,254.26119017536237,0.0,8.0,0.5,7.858214736956438
9,bus stop,-3.7506,-2.78349,1,236.05909615228734,253.87273076819156,0.0,9.0,0.5,8.44090384771266
10,bus stop,-3.7506,-2.58349,1,236.26938249748696,254.01292166499132,0.0,10.0,0.5,8.23061750251303
11,bus stop,-3.5506,-2.78349,1,236.3464975359212,254.06433169061413,0.0,11.0,0.5,8.153502464078796
12,bus stop,-3.5506,-2.58349,1,236.56439610753645,254.2095974050243,0.0,12.0,0.5,7.935603892463538
13,bus stop,-3.5506,1.01651,1,237.8254622355094,255.05030815700627,0.0,13.0,0.5,6.6745377644905854
14,bus stop,-3.5506,1.21651,1,237.71707311454432,254.97804874302955,0.0,14.0,0.5,6.782926885455671
15,bus stop,-3.3506,-3.18349,1,236.14733107817537,253.93155405211692,0.0,15.0,0.5,8.352668921824632
16,bus stop,-3.3506,-2.98349,1,236.392058670206,254.09470578013736,0.0,16.0,0.5,8.107941329793977
17,bus stop,-3.3506,1.81651,1,237.61205597813503,254.9080373187567,0.0,17.0,0.5,6.887944021864956
18,bus stop,-3.1506,-1.98349,1,237.77173918738822,255.01449279159215,0.0,18.0,0.5,6.728260812611771
19,bus stop,-3.1506,1.81651,1,237.92755070538152,255.11836713692102,0.0,19.0,0.5,6.572449294618481
20,bus stop,-2.9506,-2.98349,1,236.91668723580244,254.44445815720164,0.0,20.0,0.5,7.583312764197549
21,bus stop,-2.9506,-2.78349,1,237.16927335950274,254.61284890633516,0.0,21.0,0.5,7.330726640497266
22,bus stop,-2.9506,-0.38349,1,239.12274078169335,255.91516052112888,0.0,22.0,0.5,5.377259218306637
23,bus stop,-2.9506,2.41651,1,237.60747414684477,254.9049827645632,0.0,23.0,0.5,6.892525853155223
24,bus stop,-2.7506,-3.18349,1,236.89665290227796,254.43110193485197,0.0,24.0,0.5,7.603347097722036
25,bus stop,-2.7506,2.41651,1,237.88314260883794,255.08876173922528,0.0,25.0,0.5,6.616857391162066
26,bus stop,-2.5506,-2.18349,1,238.4321259219553,255.45475061463688,0.0,26.0,0.5,6.067874078044701
27,bus stop,-2.3506,-2.78349,1,237.915846394695,255.11056426313,0.0,27.0,0.5,6.5841536053050005
28,bus stop,-2.3506,-2.58349,1,238.18768779252846,255.29179186168562,0.0,28.0,0.5,6.312312207471544
29,bus stop,-2.3506,-2.18349,1,238.7019350519206,255.63462336794709,0.0,29.0,0.5,5.798064948079395
30,bus stop,-1.9506,-2.18349,1,239.20865441524626,255.97243627683082,0.0,30.0,0.5,5.29134558475373
31,bus stop,-1.9506,-1.98349,1,239.4724356663985,256.1482904442657,0.0,31.0,0.5,5.027564333601506
32,bus stop,-1.9506,0.21651,1,240.95317020159567,257.1354468010638,0.0,32.0,0.5,3.546829798404328
33,bus stop,-1.9506,3.61651,1,237.074073528002,254.54938235200134,0.0,33.0,0.5,7.425926471998002
34,bus stop,-1.5506,-1.78349,1,240.22897206093194,256.6526480406213,0.0,34.0,0.5,4.271027939068053
35,bus stop,-1.5506,-1.58349,1,240.49471387987248,256.8298092532483,0.0,35.0,0.5,4.005286120127527
36,bus stop,-1.3506,-2.58349,1,239.23151980124976,255.98767986749982,0.0,36.0,0.5,5.268480198750234
37,bus stop,-1.3506,-2.38349,1,239.5490024824026,256.19933498826845,0.0,37.0,0.5,4.950997517597372
38,bus stop,-1.3506,-2.18349,1,239.86004791596122,256.40669861064083,0.0,38.0,0.5,4.639952084038793
39,bus stop,-1.3506,4.61651,1,235.80719417258277,253.7047961150552,0.0,39.0,0.5,8.692805827417232
40,bus stop,-1.1506,-3.58349,1,237.69817016379685,254.96544677586456,0.0,40.0,0.5,6.801829836203151
41,bus stop,-1.1506,-2.58349,1,239.3889275519227,256.0926183679485,0.0,41.0,0.5,5.111072448077296
42,bus stop,-1.1506,1.21651,1,241.4738887058058,257.4825924705372,0.0,42.0,0.5,3.026111294194211
43,bus stop,-0.9506,2.21651,1,240.14140858975398,256.5942723931693,0.0,43.0,0.5,4.358591410246029
44,bus stop,-0.9506,2.41651,1,239.8070607829391,256.37137385529275,0.0,44.0,0.5,4.692939217060915
45,bus stop,-0.9506,2.81651,1,239.12782579889577,255.91855053259718,0.0,45.0,0.5,5.372174201104217
46,bus stop,-0.9506,3.01651,1,238.78419092468675,255.68946061645784,0.0,46.0,0.5,5.715809075313249
47,bus stop,-0.7506,-3.38349,1,238.23660111054218,255.32440074036145,0.0,47.0,0.5,6.26339888945781
48,bus stop,-0.7506,-2.18349,1,240.32728534864216,256.7181902324281,0.0,48.0,0.5,4.1727146513578255
49,bus stop,-0.7506,-1.98349,1,240.66729695999476,256.9448646399965,0.0,49.0,0.5,3.8327030400052444
50,bus stop,-0.7506,2.41651,1,239.92698910164464,256.4513260677631,0.0,50.0,0.5,4.5730108983553714
51,bus stop,-0.5506,-3.38349,1,238.30482430126486,255.3698828675099,0.0,51.0,0.5,6.195175698735152
52,bus stop,-0.3506,4.41651,1,236.4932455104649,254.16216367364328,0.0,52.0,0.5,8.006754489535085
53,bus stop,-0.1506,-3.58349,1,238.01809668620785,255.17873112413855,0.0,53.0,0.5,6.481903313792152
54,bus stop,0.0494,-3.58349,1,238.02319791996447,255.18213194664298,0.0,54.0,0.5,6.476802080035538
55,bus stop,0.6494,-2.98349,1,238.98190152118266,255.82126768078842,0.0,55.0,0.5,5.5180984788173415
56,bus stop,0.6494,4.81651,1,235.71670219177892,253.64446812785263,0.0,56.0,0.5,8.783297808221068
57,bus stop,0.8494,2.81651,1,239.1834873104227,255.95565820694844,0.0,57.0,0.5,5.316512689577317
58,bus stop,0.8494,3.01651,1,238.83647416207359,255.72431610804904,0.0,58.0,0.5,5.663525837926424
59,bus stop,1.0494,3.61651,1,237.69454483976946,254.96302989317965,0.0,59.0,0.5,6.805455160230524
60,bus stop,1.0494,3.81651,1,237.34670830250255,254.73113886833502,0.0,60.0,0.5,7.153291697497464
61,bus stop,1.2494,-2.78349,1,238.98608062371974,255.82405374914651,0.0,61.0,0.5,5.5139193762802465
62,bus stop,1.4494,-3.58349,1,237.51414010173022,254.84276006782017,0.0,62.0,0.5,6.985859898269771
63,bus stop,1.4494,-3.38349,1,237.84783487942138,255.0652232529476,0.0,63.0,0.5,6.652165120578629
64,bus stop,1.4494,-2.38349,1,239.4585811737451,256.13905411583005,0.0,64.0,0.5,5.0414188262548905
65,bus stop,1.4494,-2.18349,1,239.76368469117207,256.34245646078136,0.0,65.0,0.5,4.7363153088279315
66,bus stop,1.6494,-4.38349,1,236.03577918593243,253.85718612395496,0.0,66.0,0.5,8.464220814067563
67,bus stop,1.6494,-4.18349,1,236.37307242376744,254.0820482825116,0.0,67.0,0.5,8.126927576232568
68,bus stop,1.8494,-1.98349,1,239.59893880818055,256.23262587212037,0.0,68.0,0.5,4.901061191819458
69,bus stop,1.8494,-1.18349,1,240.53193724675614,256.8546248311708,0.0,69.0,0.5,3.9680627532438586
70,bus stop,1.8494,2.01651,1,239.55512546461054,256.203416976407,0.0,70.0,0.5,4.944874535389468
71,bus stop,2.0494,-1.38349,1,240.03132365830703,256.52088243887135,0.0,71.0,0.5,4.468676341692975
72,bus stop,2.0494,-1.18349,1,240.22305275796276,256.64870183864184,0.0,72.0,0.5,4.276947242037243
73,bus stop,2.0494,2.01651,1,239.30398808043785,256.03599205362525,0.0,73.0,0.5,5.196011919562153
74,bus stop,2.6494,-1.18349,1,239.255930830608,256.003953887072,0.0,74.0,0.5,5.244069169391999
75,bus stop,2.6494,3.61651,1,236.39795574656222,254.09863716437482,0.0,75.0,0.5,8.102044253437768
76,bus stop,2.6494,3.81651,1,236.10366250938887,253.90244167292593,0.0,76.0,0.5,8.39633749061112
77,bus stop,2.8494,3.41651,1,236.46004072448014,254.14002714965343,0.0,77.0,0.5,8.039959275519852
78,bus stop,2.8494,3.61651,1,236.17924154807346,253.95282769871562,0.0,78.0,0.5,8.320758451926544
79,bus stop,3.6494,2.61651,1,236.38470804054444,254.08980536036296,0.0,79.0,0.5,8.11529195945557
80,bus stop,3.8494,2.61651,1,236.08832393281278,253.8922159552085,0.0,80.0,0.5,8.411676067187216
81,bus stop,4.0494,0.41651,1,237.1431972803924,254.59546485359493,0.0,81.0,0.5,7.356802719607598
82,bus stop,4.0494,0.61651,1,237.0974780855315,254.56498539035434,0.0,82.0,0.5,7.402521914468501
83,bus stop,4.6494,-0.98349,1,235.91154069664202,253.774360464428,0.0,83.0,0.5,8.588459303357975
84,bus stop,4.6494,-0.78349,1,235.97900153230992,253.81933435487326,0.0,84.0,0.5,8.520998467690088
85,transit stop,0.0,0.0,1,245.0,260.0,0.0,85.0,0.0,0.0
86,charger,0.0,0.0,0,0.0,0.0,0.83,86.0,0.0,0.0
87,depot,0.0,0.0,0,0.0,265.0,0.0,87.0,0.0,0.0
88,customer,-1.32907,-2.32864,1,0.0,0.0,0.0,0.0,0.0,0.0
89,customer,-1.18407,1.25493,1,0.0,0.0,0.0,0.0,0.0,0.0
90,customer,1.83367,-1.95693,1,0.0,0.0,0.0,0.0,0.0,0.0
91,customer,2.66467,-1.22011,1,0.0,0.0,0.0,0.0,0.0,0.0
92,customer,-2.3391,-2.68638,1,0.0,0.0,0.0,0.0,0.0,0.0
93,customer,-1.14589,-3.60029,1,0.0,0.0,0.0,0.0,0.0,0.0
94,customer,-3.83798,-2.6102,1,0.0,0.0,0.0,0.0,0.0,0.0
95,customer,3.76571,2.68542,1,0.0,0.0,0.0,0.0,0.0,0.0
96,customer,-0.35673,4.39324,1,0.0,0.0,0.0,0.0,0.0,0.0
97,customer,-2.93851,-2.84854,1,0.0,0.0,0.0,0.0,0.0,0.0
98,customer,0.86678,2.88802,1,0.0,0.0,0.0,0.0,0.0,0.0
99,customer,-4.06486,1.85803,1,0.0,0.0,0.0,0.0,0.0,0.0
100,customer,0.586,-2.92247,1,0.0,0.0,0.0,0.0,0.0,0.0
101,customer,1.6638,-4.26545,1,0.0,0.0,0.0,0.0,0.0,0.0
102,customer,-1.27487,-2.53172,1,0.0,0.0,0.0,0.0,0.0,0.0
103,customer,-0.66689,-3.39041,1,0.0,0.0,0.0,0.0,0.0,0.0
104,customer,1.43775,-2.27371,1,0.0,0.0,0.0,0.0,0.0,0.0
105,customer,-3.6184,1.1465,1,0.0,0.0,0.0,0.0,0.0,0.0
106,customer,3.97511,0.51846,1,0.0,0.0,0.0,0.0,0.0,0.0
107,customer,4.72614,-0.89734,1,0.0,0.0,0.0,0.0,0.0,0.0
108,customer,-0.69684,-2.06926,1,0.0,0.0,0.0,0.0,0.0,0.0
109,customer,1.3914,-3.45614,1,0.0,0.0,0.0,0.0,0.0,0.0
110,customer,-3.26114,1.74177,1,0.0,0.0,0.0,0.0,0.0,0.0
111,customer,-1.93809,3.60255,1,0.0,0.0,0.0,0.0,0.0,0.0
112,customer,1.9754,1.94876,1,0.0,0.0,0.0,0.0,0.0,0.0
113,customer,-1.5821,-1.65149,1,0.0,0.0,0.0,0.0,0.0,0.0
114,customer,-0.98648,2.90269,1,0.0,0.0,0.0,0.0,0.0,0.0
115,customer,1.02312,3.70609,1,0.0,0.0,0.0,0.0,0.0,0.0
116,customer,-1.92208,0.24054,1,0.0,0.0,0.0,0.0,0.0,0.0
117,customer,-4.9506,-0.19656,1,0.0,0.0,0.0,0.0,0.0,0.0
118,customer,-3.3446,-3.06679,1,0.0,0.0,0.0,0.0,0.0,0.0
119,customer,1.95887,-1.26937,1,0.0,0.0,0.0,0.0,0.0,0.0
120,customer,-3.18998,-1.94782,1,0.0,0.0,0.0,0.0,0.0,0.0
