node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
84,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1256.0431269182793,0.0,0.0,1,Int64[]
11,bus stop,-23.83592,-11.16109,31.710353848587722,196.93446922711843,0.0,197.43446922711843,47.56553077288157,1,1,196.93446922711843,227.78964615141228,0.5,47.56553077288159,1,[95]
9,bus stop,-24.83592,-5.16109,204.7630987816946,204.7630987816946,0.0,205.2630987816946,39.736901218305405,2,1,198.65691168133876,228.9379411208925,0.5,45.84308831866125,1,[88]
20,bus stop,-16.83592,0.23891,216.891945540262,216.891945540262,0.0,217.391945540262,27.608054459738014,3,1,214.07057522895505,239.2137168193034,0.5,30.429424771044943,1,[99]
27,bus stop,-10.63592,3.63891,225.91130434973846,225.91130434973846,0.0,226.41130434973846,18.588695650261542,4,1,224.18458773472128,245.9563918231475,0.5,20.315412265278738,1,[90]
31,bus stop,-7.23592,1.03891,231.5681560507102,235.69262503751207,0.0,236.19262503751207,8.807374962487927,5,1,231.2889375562681,250.69262503751207,0.5,13.211062443731887,1,[98]
82,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,13.211062443731887,1,Int64[]
82,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,20.315412265278738,1,Int64[]
82,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,30.429424771044943,1,Int64[]
82,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,47.56553077288159,1,Int64[]
82,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,45.84308831866125,1,Int64[]
84,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1256.0431269182793,0.0,0.0,1,Int64[]
