node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
230,depot,-1.7533,0.22958,0.0,0.0,0.0,3.180004782126388,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
381,dummy charger,0.0,0.0,5.310446842843978,5.310446842843978,0.0,9.390334631094218,0.0,0,0,5.310446842843978,1256.585572009445,4.07988778825024,1256.585572009445,0,Int64[]
222,bus stop,36.51542,-10.29201,55.09891958931625,175.93712256266696,0.0,176.43712256266696,68.56287743733304,1,1,175.93712256266696,213.79141504177795,0.5,68.56287743733304,1,[248]
217,bus stop,35.11542,-13.09201,180.20880348857023,180.20880348857023,0.0,180.70880348857023,64.29119651142977,2,1,176.771255451939,214.34750363462598,0.5,67.728744548061,1,[234]
216,bus stop,35.11542,-15.89201,184.08229746447384,184.08229746447384,0.0,184.58229746447384,60.41770253552616,3,1,174.84196312952076,213.06130875301386,0.5,69.65803687047922,1,[325]
200,bus stop,25.31542,-10.29201,198.18128643750754,198.18128643750754,0.0,198.68128643750754,46.31871356249246,4,1,195.11282935141105,226.57521956760735,0.5,49.38717064858896,1,[286]
197,bus stop,23.91542,-11.69201,201.06670690416095,201.06670690416095,0.0,201.56670690416095,43.43329309583905,5,1,196.39068331024998,227.4271222068333,0.5,48.109316689750024,1,[271]
198,bus stop,23.91542,-8.89201,204.94020088006457,204.94020088006457,0.0,205.44020088006457,39.559799119935434,6,1,198.38855667408617,228.7590377827241,0.5,46.111443325913825,1,[247]
199,bus stop,23.91542,-3.29201,212.1871888318718,215.41453861645155,0.0,215.91453861645155,29.08546138354845,7,1,200.8718079246773,230.41453861645152,0.5,43.628192075322694,1,[306]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,6,-1,245.0,260.0,0.0,43.628192075322694,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,46.111443325913825,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,48.109316689750024,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,49.38717064858896,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,69.65803687047922,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,68.56287743733304,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,67.728744548061,1,Int64[]
230,depot,-1.7533,0.22958,247.1304420607176,247.1304420607176,0.0,247.1304420607176,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
