node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
90,depot,-0.79716,1.83752,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1252.8175740732026,0.0,0.0,1,Int64[]
36,bus stop,-1.81095,29.82143,33.737671770876226,190.50656802090205,0.0,191.00656802090205,53.99343197909795,1,1,190.50656802090205,223.50437868060135,0.5,53.993431979097956,1,[140]
44,bus stop,-0.41095,31.22143,193.39198848755547,193.39198848755547,0.0,193.89198848755547,51.108011512444534,2,1,188.07084138448505,221.88056092299004,0.5,56.429158615514936,1,[105]
43,bus stop,-0.41095,28.42143,197.26548246345908,197.26548246345908,0.0,197.76548246345908,47.23451753654092,4,2,193.13060089047246,225.25373392698162,0.5,51.36939910952754,1,"[95, 111]"
52,bus stop,2.38905,24.22143,203.84713521725376,203.84713521725376,0.0,204.34713521725376,40.652864782746235,5,1,200.5139181595285,230.17594543968565,0.5,43.98608184047152,1,[146]
49,bus stop,0.98905,22.82143,206.73255568390718,216.97849157540304,0.0,217.47849157540304,27.52150842459696,6,1,203.21773736310456,231.97849157540304,0.5,41.28226263689545,1,[107]
88,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,41.28226263689545,1,Int64[]
88,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,43.98608184047152,1,Int64[]
88,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,53.993431979097956,1,Int64[]
88,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-2,245.0,260.0,0.0,51.36939910952754,1,Int64[]
88,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,56.429158615514936,1,Int64[]
90,depot,-0.79716,1.83752,247.41323340764012,247.41323340764012,0.0,247.41323340764012,0.0,0,0,0.0,1252.8175740732026,0.0,0.0,1,Int64[]
