node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
107,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.6747586591287,0.0,0.0,1,Int64[]
32,bus stop,-4.7689,-10.47947,13.871739929132515,223.69239010630122,0.0,224.19239010630122,20.807609893698782,1,1,223.69239010630122,245.6282600708675,0.5,20.80760989369877,1,[147]
46,bus stop,-0.5689,-6.27947,231.34865150626146,233.10508264777826,0.0,233.60508264777826,11.39491735222174,2,1,233.10508264777826,251.90338843185216,0.5,11.394917352221748,1,[123]
54,bus stop,0.8311,-6.27947,235.29182963573007,235.29182963573007,0.0,235.79182963573007,9.208170364269932,3,1,233.0525962431717,251.8683974954478,0.5,11.44740375682829,1,[110]
56,bus stop,0.8311,-3.47947,239.16532361163368,240.1899388045032,0.0,240.6899388045032,4.310061195496786,4,1,238.0349082067548,255.1899388045032,0.5,6.465091793245195,1,[134]
105,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,6.465091793245195,1,Int64[]
105,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,20.80760989369877,1,Int64[]
105,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,11.394917352221748,1,Int64[]
105,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,11.44740375682829,1,Int64[]
107,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.6747586591287,0.0,0.0,1,Int64[]
