node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
230,depot,-1.7533,0.22958,0.0,0.0,0.0,42.55333580979629,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
381,dummy charger,0.0,0.0,44.68377787051388,44.68377787051388,0.0,49.14379831672761,0.0,0,0,44.68377787051388,1256.585572009445,4.460020446213733,1256.585572009445,0,Int64[]
63,bus stop,-16.68458,-35.49201,96.39449994945647,173.62394755090673,0.0,174.12394755090673,70.87605244909327,1,1,173.62394755090673,212.24929836727114,0.5,70.87605244909328,1,[348]
91,bus stop,-8.28458,-35.49201,184.24442947861758,184.24442947861758,0.0,184.74442947861758,60.255570521382424,2,1,178.63358311563496,215.5890554104233,0.5,65.86641688436505,1,[355]
115,bus stop,-1.28458,-38.29201,193.82783999667578,193.82783999667578,0.0,194.32783999667578,50.67216000332422,3,1,175.25864311573025,213.33909541048683,0.5,69.24135688426973,1,[362]
92,bus stop,-8.28458,-18.69201,219.40313667889976,219.8666602384619,0.0,220.3666602384619,24.63333976153811,4,1,207.54999035769285,234.8666602384619,0.5,36.95000964230716,1,[337]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,36.95000964230716,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,69.24135688426973,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,65.86641688436505,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,70.87605244909328,1,Int64[]
230,depot,-1.7533,0.22958,247.1304420607176,247.1304420607176,0.0,247.1304420607176,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
