cus,pickup_bus_node,drop_off_transit_node,ride_time,cus_walking_time
48,36,45,2.440987087033676,2.9312166516352116
49,18,45,2.8683794578440995,10.180734500120199
50,8,45,2.588201433968351,6.2494897065036845
51,35,45,2.630348171325437,7.496123415209716
52,21,45,2.2058770693176086,3.774623416675663
53,27,45,2.524375040546289,11.112857884755925
54,10,45,4.15728418002908,7.603912415834472
55,21,45,2.2058770693176086,8.575053969989652
56,9,45,2.3955110351375595,11.063324647190594
57,36,45,2.440987087033676,5.42686799118715
58,31,45,2.887485607580004,3.1417939137600652
59,21,45,2.2058770693176086,3.4638737760392146
60,9,45,2.3955110351375595,3.9782247592731763
61,9,45,2.3955110351375595,1.5581413157546375
62,8,45,2.588201433968351,3.599367745325553
63,8,45,2.588201433968351,7.190015568511138
64,36,45,2.440987087033676,5.990702133753879
65,35,45,2.630348171325437,4.574465111772471
66,31,45,2.887485607580004,7.915637088638612
67,27,45,2.524375040546289,6.500635208781297
68,8,45,2.588201433968351,9.17939854721328
69,8,45,2.588201433968351,10.049739961861604
70,18,45,2.8683794578440995,8.677747457789751
71,37,45,4.216383241905163,5.250393676457553
72,27,45,2.524375040546289,3.9691523695711113
73,10,45,4.15728418002908,4.72123545059244
74,35,45,2.630348171325437,2.911350135668457
75,8,45,2.588201433968351,7.397072580971887
76,21,45,2.2058770693176086,3.5685302917176647
77,13,45,5.414390913978366,1.6187343426184264
78,31,45,2.887485607580004,10.07371119595532
79,8,45,2.588201433968351,10.044330532581595
80,10,45,4.15728418002908,7.125373847777269
81,31,45,2.887485607580004,2.6291697743626514
82,13,45,5.414390913978366,2.7738447503351624
83,35,45,2.630348171325437,9.70485319106928
84,18,45,2.8683794578440995,7.56811503456908
85,27,45,2.524375040546289,10.486650448699907
86,31,45,2.887485607580004,9.3080817397969
87,37,45,4.216383241905163,8.051933065417602
88,18,45,2.8683794578440995,8.356077609164517
89,31,45,2.887485607580004,0.9567711560152172
90,8,45,2.588201433968351,5.278343576025948
91,35,45,2.630348171325437,8.503236275425335
92,27,45,2.524375040546289,4.459016261549317
93,37,45,4.216383241905163,8.261078733484535
94,37,45,4.216383241905163,6.454317387700768
95,21,45,2.2058770693176086,10.890575800817714
96,35,45,2.630348171325437,1.8788714642675164
97,18,45,2.8683794578440995,7.147894204385891
98,31,45,2.887485607580004,7.345675393700661
99,31,45,2.887485607580004,11.190582811184555
100,13,45,5.414390913978366,9.408693029637616
101,31,45,2.887485607580004,10.052944820155604
102,13,45,5.414390913978366,6.949770652659514
103,27,45,2.524375040546289,2.443086600677164
104,31,45,2.887485607580004,8.012690247999148
105,10,45,4.15728418002908,6.590087354173701
106,27,45,2.524375040546289,8.445902988265802
107,9,45,2.3955110351375595,3.551249059465266
108,8,45,2.588201433968351,8.940756677451741
109,37,45,4.216383241905163,4.227945135548016
110,21,45,2.2058770693176086,3.9743758109299607
111,13,45,5.414390913978366,4.5792258045283285
112,10,45,4.15728418002908,3.9748323827034824
113,31,45,2.887485607580004,6.820168037179387
114,8,45,2.588201433968351,7.971671202312943
115,37,45,4.216383241905163,6.523125195136046
116,37,45,4.216383241905163,6.255721436023275
117,36,45,2.440987087033676,6.868924738183082
118,13,45,5.414390913978366,3.9581684520507316
119,10,45,4.15728418002908,10.9001181860835
120,37,45,4.216383241905163,5.7062155936648695
121,35,45,2.630348171325437,9.674986248392
122,21,45,2.2058770693176086,3.344354826293445
123,21,45,2.2058770693176086,3.145978866925502
124,31,45,2.887485607580004,4.581316910745007
125,18,45,2.8683794578440995,11.155146841342031
126,27,45,2.524375040546289,9.259253245129408
127,27,45,2.524375040546289,5.12430510100307
128,18,45,2.8683794578440995,11.69846922230976
129,35,45,2.630348171325437,6.879676310080868
130,21,45,2.2058770693176086,6.094682762805521
131,8,45,2.588201433968351,0.4469742489660405
132,9,45,2.3955110351375595,10.338933274739492
133,18,45,2.8683794578440995,6.027733725747357
134,36,45,2.440987087033676,5.164144850943136
135,13,45,5.414390913978366,8.283344427619461
136,37,45,4.216383241905163,4.485524585785769
137,27,45,2.524375040546289,9.774543953998595
138,18,45,2.8683794578440995,2.307533892353452
139,10,45,4.15728418002908,5.143696861006086
140,9,45,2.3955110351375595,11.537979861922
141,27,45,2.524375040546289,7.572861670620488
