node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
346,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.5133522497795,0.0,0.0,1,Int64[]
342,bus stop,27.82979,0.25752,33.531302941509615,194.20304558773557,0.0,194.70304558773557,50.29695441226443,1,1,194.20304558773557,225.9686970584904,0.5,50.29695441226443,1,[453]
340,bus stop,26.42979,1.65752,197.088466054389,197.088466054389,0.0,197.588466054389,47.41153394561101,2,1,196.64148087245928,227.59432058163952,0.5,47.85851912754072,1,[508]
327,bus stop,23.62979,4.45752,202.35930698769582,202.35930698769582,0.0,202.85930698769582,42.14069301230418,4,2,201.04238353543107,230.52825569028738,0.5,43.45761646456893,1,"[363, 427]"
326,bus stop,23.62979,1.65752,206.23280096359943,206.23280096359943,0.0,206.73280096359943,38.26719903640057,5,1,201.69062831978775,230.9604188798585,0.5,42.809371680212244,1,[487]
324,bus stop,23.62979,-5.34248,215.16653590335847,215.31179973045062,0.0,215.81179973045062,29.188200269549384,6,1,200.71769959567592,230.31179973045062,0.5,43.78230040432409,1,[471]
344,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,43.78230040432409,1,Int64[]
344,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,47.85851912754072,1,Int64[]
344,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-2,245.0,260.0,0.0,43.45761646456893,1,Int64[]
344,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,42.809371680212244,1,Int64[]
344,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,50.29695441226443,1,Int64[]
346,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.5133522497795,0.0,0.0,1,Int64[]
