node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
172,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.2329162830174,0.0,0.0,1,Int64[]
136,bus stop,2.47468,-4.25936,5.935026917263052,235.59745962410543,0.0,236.09745962410543,8.902540375894574,1,1,235.59745962410543,253.56497308273694,0.5,8.902540375894578,1,[226]
129,bus stop,2.27468,-3.45936,237.0909790519651,237.0909790519651,0.0,237.5909790519651,7.409020948034907,2,1,237.01769236340903,254.51179490893935,0.5,7.482307636590974,1,[188]
110,bus stop,1.47468,-3.45936,238.55483447365185,238.55483447365185,0.0,239.05483447365185,5.945165526348148,3,1,237.7037973294744,254.9691982196496,0.5,6.796202670525583,1,[210]
98,bus stop,0.87468,-2.45936,240.45988312301216,240.45988312301216,0.0,240.95988312301216,4.040116876987838,4,1,239.78264207230671,256.35509471487114,0.5,4.717357927693285,1,[185]
95,bus stop,0.67468,-2.25936,241.30065747539123,241.65910340883048,0.0,242.15910340883048,2.8408965911695248,5,1,240.2386551132457,256.65910340883045,0.5,4.261344886754302,1,[257]
170,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,4.261344886754302,1,Int64[]
170,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,6.796202670525583,1,Int64[]
170,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,7.482307636590974,1,Int64[]
170,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,4.717357927693285,1,Int64[]
170,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,8.902540375894578,1,Int64[]
172,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.2329162830174,0.0,0.0,1,Int64[]
