busType,maxPax,maxKWH,minSOC,maxSOC,SOC,consumption
1,10,35.8,10,80,20,0.24
1,10,35.8,10,80,21.2765957446809,0.24
1,10,35.8,10,80,22.5531914893617,0.24
1,10,35.8,10,80,23.8297872340426,0.24
1,10,35.8,10,80,25.1063829787234,0.24
1,10,35.8,10,80,26.3829787234043,0.24
1,10,35.8,10,80,27.6595744680851,0.24
1,10,35.8,10,80,28.936170212766,0.24
1,10,35.8,10,80,30.2127659574468,0.24
1,10,35.8,10,80,31.4893617021277,0.24
1,10,35.8,10,80,32.7659574468085,0.24
1,10,35.8,10,80,34.0425531914894,0.24
1,10,35.8,10,80,35.3191489361702,0.24
1,10,35.8,10,80,36.5957446808511,0.24
1,10,35.8,10,80,37.8723404255319,0.24
1,10,35.8,10,80,39.1489361702128,0.24
1,10,35.8,10,80,40.4255319148936,0.24
1,10,35.8,10,80,41.7021276595745,0.24
1,10,35.8,10,80,42.9787234042553,0.24
1,10,35.8,10,80,44.2553191489362,0.24
1,10,35.8,10,80,45.531914893617,0.24
1,10,35.8,10,80,46.8085106382979,0.24
1,10,35.8,10,80,48.0851063829787,0.24
1,10,35.8,10,80,49.3617021276596,0.24
1,10,35.8,10,80,50.6382978723404,0.24
1,10,35.8,10,80,51.9148936170213,0.24
1,10,35.8,10,80,53.1914893617021,0.24
1,10,35.8,10,80,54.468085106383,0.24
1,10,35.8,10,80,55.7446808510638,0.24
1,10,35.8,10,80,57.0212765957447,0.24
1,10,35.8,10,80,58.2978723404255,0.24
1,10,35.8,10,80,59.5744680851064,0.24
1,10,35.8,10,80,60.8510638297872,0.24
1,10,35.8,10,80,62.1276595744681,0.24
1,10,35.8,10,80,63.4042553191489,0.24
1,10,35.8,10,80,64.6808510638298,0.24
1,10,35.8,10,80,65.9574468085106,0.24
1,10,35.8,10,80,67.2340425531915,0.24
1,10,35.8,10,80,68.5106382978723,0.24
1,10,35.8,10,80,69.7872340425532,0.24
1,10,35.8,10,80,71.063829787234,0.24
1,10,35.8,10,80,72.3404255319149,0.24
1,10,35.8,10,80,73.6170212765958,0.24
1,10,35.8,10,80,74.8936170212766,0.24
1,10,35.8,10,80,76.1702127659574,0.24
1,10,35.8,10,80,77.4468085106383,0.24
1,10,35.8,10,80,78.7234042553191,0.24
1,10,35.8,10,80,80,0.24
