node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
128,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.3837177302914,0.0,0.0,1,Int64[]
123,bus stop,14.82875,4.68915,18.73794011093036,216.39308983360445,0.0,216.89308983360445,28.10691016639555,1,1,216.39308983360445,240.76205988906963,0.5,28.10691016639554,1,[227]
122,bus stop,14.82875,0.48915,221.95333079745987,221.95333079745987,0.0,222.45333079745987,22.54666920254013,2,1,217.68647800571668,241.62431867047778,0.5,26.813521994283324,1,[163]
119,bus stop,13.42875,1.88915,224.83875126411328,224.83875126411328,0.0,225.33875126411328,19.661248735886716,3,1,219.992202438825,243.16146829255,0.5,24.507797561175003,1,[205]
109,bus stop,10.62875,1.88915,228.7122452400169,228.7122452400169,0.0,229.2122452400169,15.787754759983102,5,2,224.99036207295993,246.4935747153066,0.5,19.50963792704008,1,"[178, 193]"
103,bus stop,9.22875,0.48915,231.5976657066703,233.3654167722113,0.0,233.8654167722113,11.13458322778871,6,1,227.7981251583169,248.3654167722113,0.5,16.701874841683082,1,[132]
126,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,16.701874841683082,1,Int64[]
126,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-2,245.0,260.0,0.0,19.50963792704008,1,Int64[]
126,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,26.813521994283324,1,Int64[]
126,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,24.507797561175003,1,Int64[]
126,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,28.10691016639554,1,Int64[]
128,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.3837177302914,0.0,0.0,1,Int64[]
