passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,2.38985,3.88247,1,11
2,1.31317,-4.59699,1,7
3,-0.85058,2.1013,1,5
4,-4.72197,-0.85574,1,13
5,2.06192,3.51918,1,12
6,-1.69467,-1.26379,1,8
7,-0.23855,2.92043,1,9
8,-2.17275,-3.15764,1,8
9,-1.82716,-4.54915,1,3
10,-0.05713,-4.91914,1,4
11,-2.30001,0.73868,1,7
12,4.26421,2.47941,1,3
13,0.64558,4.85889,1,11
14,3.11859,-1.88858,1,3
15,2.60351,3.69839,1,3
16,1.07325,-2.07991,1,3
17,-3.34227,-0.82114,1,3
18,4.80306,-0.11667,1,6
19,3.9702,2.12374,1,5
20,-4.59215,1.72935,1,13
21,3.24741,2.57341,1,6
22,1.70007,-0.41496,1,3
23,4.64213,0.13521,1,12
24,0.75562,-4.78825,1,13
25,1.72613,-3.83558,1,6
26,2.9955,-3.24277,1,2
27,3.77516,2.2146,1,4
28,-2.70156,1.96844,1,6
29,-0.25676,4.13475,1,8
30,0.76701,-2.35716,1,4
31,-3.88807,1.78758,1,8
32,1.45986,-0.91815,1,10
33,-2.97278,2.84092,1,3
34,-0.15736,1.80987,1,2
35,1.28869,1.67303,1,4
36,3.00619,3.45636,1,5
37,2.89511,-3.11058,1,6
38,-2.69858,-1.47704,1,7
39,-4.64766,-1.5056,1,2
40,1.06791,1.37594,1,4
41,2.1092,-2.78975,1,11
42,-2.38064,-2.29413,1,1
43,-2.628,3.57199,1,13
44,-4.49446,-0.37503,1,10
45,-2.0797,1.47519,1,7
46,3.25051,1.68116,1,8
47,0.22284,3.51247,1,4
48,2.94209,2.88058,1,6
49,1.72999,3.92367,1,13
50,0.27801,4.39793,1,8
51,-2.53476,1.45072,1,7
52,4.00554,1.29187,1,4
53,3.39174,-2.37688,1,7
54,2.29384,-0.8293,1,9
55,-2.22281,0.12774,1,9
56,-3.67776,0.24873,1,6
57,-2.56996,4.18085,1,5
58,2.55817,-1.8573,1,13
59,-2.68705,2.8887,1,1
60,2.07464,1.74287,1,12
61,0.83092,-4.31867,1,12
62,-2.18363,1.8125,1,11
63,0.19357,3.70446,1,2
64,-3.50753,2.41893,1,4
65,3.90022,2.70302,1,5
66,3.31414,3.61806,1,9
67,3.5826,-1.36533,1,2
68,2.23685,-0.63261,1,10
69,-2.11582,-1.08156,1,2
70,2.649,1.04457,1,9
71,0.44147,4.60233,1,7
72,-1.71131,2.25972,1,11
73,1.97157,-4.10949,1,10
74,2.77803,0.26971,1,12
75,4.66076,1.29154,1,12
76,1.55725,2.79054,1,5
77,-1.53564,-2.08911,1,10
78,-0.32334,-2.80314,1,3
79,-2.4165,-3.22886,1,1
80,-3.43778,1.09498,1,10
81,-3.06296,-0.93195,1,7
82,-1.3197,4.40565,1,7
83,-0.13153,-3.94303,1,12
84,1.43753,3.56226,1,8
85,-1.86012,-4.43352,1,9
86,1.20032,2.70408,1,12
87,-2.99027,3.2457,1,11
88,-3.10214,-3.12635,1,8
89,0.62342,-3.24291,1,3
90,3.39951,1.90033,1,4
91,1.80086,-0.85592,1,12
92,0.29996,-1.84049,1,1
93,-3.7719,0.31375,1,7
94,-4.11138,1.75288,1,3
95,-4.57908,1.59083,1,13
96,-0.79101,2.14002,1,10
97,-3.89196,-0.20827,1,7
98,-3.58741,-0.24317,1,7
99,0.65452,-1.4465,1,1
100,0.87549,-3.0254,1,9
