node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
630,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.924621082435,0.0,0.0,1,Int64[]
568,bus stop,20.7109,-19.93789,34.636423956749425,192.54536406487586,0.0,193.04536406487586,51.954635935124145,2,2,192.54536406487586,224.8635760432506,0.5,51.95463593512414,1,"[704, 912]"
575,bus stop,22.1109,-18.53789,195.43078453152927,195.43078453152927,0.0,195.93078453152927,49.06921546847073,3,1,192.35446901634504,224.73631267756338,0.5,52.14553098365495,1,[952]
522,bus stop,16.5109,-15.73789,203.47414638333578,203.47414638333578,0.0,203.97414638333578,41.02585361666422,4,1,203.2773104515984,232.01820696773228,0.5,41.22268954840159,1,[673]
526,bus stop,16.5109,-7.33789,214.09462831104662,214.09462831104662,0.0,214.59462831104662,30.40537168895338,5,1,211.8468967071743,237.73126447144952,0.5,32.653103292825705,1,[967]
527,bus stop,16.5109,-4.53789,217.96812228695023,217.96812228695023,0.0,218.46812228695023,26.531877713049766,8,3,213.5545482698386,238.86969884655906,0.5,30.94545173016141,1,"[800, 807, 818]"
417,bus stop,8.1109,-7.33789,229.13604692366283,231.32215574802953,0.0,231.82215574802953,13.17784425197047,9,1,224.73323362204428,246.32215574802953,0.5,19.766766377955722,1,[1040]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,8,-1,245.0,260.0,0.0,19.766766377955722,1,Int64[]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-3,245.0,260.0,0.0,30.94545173016141,1,Int64[]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,41.22268954840159,1,Int64[]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,32.653103292825705,1,Int64[]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,52.14553098365495,1,Int64[]
628,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-2,245.0,260.0,0.0,51.95463593512414,1,Int64[]
630,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.924621082435,0.0,0.0,1,Int64[]
