passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-3.25166,4.37877,1,11
2,2.78603,-5.00585,1,6
3,-2.19834,-1.30503,1,4
4,-5.47281,-1.76772,1,6
5,4.21445,-2.41464,1,2
6,-0.52564,2.29471,1,2
7,0.15436,-3.40962,1,13
8,0.10661,-4.54927,1,13
9,-4.29706,4.01262,1,8
10,-5.37275,-2.43897,1,1
11,2.44465,1.26219,1,4
12,5.58002,1.96745,1,5
13,-5.76858,-1.1304,1,11
14,0.78662,-4.24413,1,1
15,4.95087,-2.17907,1,1
16,1.81728,1.93292,1,3
17,-3.68637,-1.70151,1,9
18,-5.65197,1.10061,1,10
19,5.36891,0.40225,1,9
20,-3.06298,5.02504,1,6
21,2.58836,4.20495,1,8
22,0.51057,-1.78734,1,4
23,-2.08599,5.15332,1,10
24,-5.71825,-1.03629,1,3
25,2.53558,4.3276,1,9
26,-4.22848,-3.15336,1,3
27,-0.42561,5.21053,1,5
28,-2.23084,-3.24207,1,9
29,-1.84,-4.58113,1,11
30,-0.0329,-2.8331,1,2
31,-4.86216,1.56154,1,13
32,1.57621,0.91648,1,11
33,0.44851,3.37565,1,7
34,1.66925,-1.01088,1,6
35,1.35343,1.92261,1,6
36,2.51337,-4.8708,1,4
37,-4.92316,-1.20954,1,7
38,3.59784,-0.0874,1,7
39,5.16571,2.76324,1,11
40,-1.72879,0.65104,1,11
41,3.23695,2.56511,1,9
42,3.7785,-0.92226,1,5
43,5.29739,0.15429,1,11
44,0.84071,-5.3274,1,7
45,1.20048,-2.66755,1,5
46,2.9405,-3.18324,1,13
47,3.5864,2.10387,1,12
48,-3.96462,2.88875,1,8
49,-0.31719,5.10788,1,9
50,1.62914,-5.00665,1,8
51,-3.08993,1.42062,1,3
52,4.24856,-2.67203,1,4
53,2.04948,4.4899,1,7
54,-0.24095,2.7713,1,3
55,1.52754,1.98313,1,11
56,2.86582,3.29497,1,3
57,4.00991,-4.30836,1,3
58,-3.25132,-1.77958,1,3
59,-4.4624,-1.44559,1,3
60,1.91976,2.47349,1,6
61,3.16865,-4.19105,1,5
62,-2.37289,-2.28667,1,13
63,-2.60522,3.54103,1,6
64,-5.06608,-0.42272,1,3
65,-4.63684,3.28903,1,12
66,5.22671,2.70325,1,13
67,0.2882,4.54263,1,6
68,1.88081,1.8415,1,2
69,1.08918,2.4703,1,4
70,0.20868,3.30111,1,6
71,-4.80291,2.74886,1,8
72,3.13232,1.01024,1,4
73,4.46539,-3.12928,1,8
74,3.04283,-1.10008,1,10
75,-5.78809,0.33262,1,3
76,-3.74138,0.25303,1,2
77,-1.56096,2.53939,1,4
78,2.64999,-1.92396,1,5
79,-3.26934,3.51468,1,6
80,3.26859,2.74588,1,7
