passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,5.30805,-1.25361,1,5
2,-5.48295,-1.66063,1,2
3,-2.53401,-0.33851,1,13
4,0.66362,5.7128,1,9
5,-4.84536,0.33855,1,7
6,-1.67443,-1.65477,1,9
7,-1.46998,-3.08033,1,8
8,-3.60463,2.77739,1,9
9,-3.95509,4.35007,1,8
10,5.88361,-0.44513,1,10
11,2.67428,0.64628,1,7
12,4.44232,-3.90811,1,13
13,5.0272,-3.04659,1,3
14,1.23504,-4.13595,1,2
15,4.40172,3.14394,1,2
16,-0.1977,2.64567,1,1
17,-2.07459,3.49006,1,6
18,-2.4606,-5.20591,1,6
19,3.5209,4.07312,1,5
20,-1.05812,-5.78906,1,10
21,3.86784,3.06938,1,9
22,-1.05679,-1.5292,1,11
23,-5.55578,0.20347,1,13
24,1.05491,-5.71484,1,13
25,-1.093,-4.89517,1,3
26,4.33873,-2.99986,1,2
27,4.0474,-3.30897,1,10
28,-1.98546,3.39788,1,2
29,-1.56252,-4.68305,1,7
30,0.91253,2.68232,1,7
31,5.01303,0.97396,1,12
32,-0.06787,-1.82202,1,7
33,-3.40531,-0.00048,1,6
34,-1.93597,0.24553,1,9
35,1.94233,-1.32497,1,10
36,-4.22613,-3.4902,1,7
37,-3.74604,-3.4158,1,5
38,2.2843,-2.78102,1,2
39,2.00138,-5.50586,1,8
40,-1.6368,-0.85642,1,4
41,1.68959,3.76867,1,1
42,0.24588,3.88164,1,10
43,4.00843,-3.46679,1,4
44,5.30603,0.96644,1,6
45,-2.91934,0.18549,1,9
46,2.13698,3.77,1,5
47,4.1207,-0.55531,1,10
48,-1.13932,-4.77127,1,6
49,-5.1177,-0.01517,1,9
50,-5.17841,0.95118,1,10
51,3.16503,1.24436,1,6
52,-2.08054,-4.56742,1,1
53,4.76118,1.3003,1,5
54,2.50614,1.20722,1,6
55,-2.48011,-0.33947,1,4
56,3.58488,2.49367,1,3
57,2.44389,-5.35432,1,11
58,-4.52736,-1.18487,1,6
59,-0.80822,-4.62056,1,12
60,1.84254,2.53154,1,6
61,-2.82627,-4.42916,1,10
62,-3.2729,-0.38414,1,6
63,4.33291,-0.74291,1,11
64,-3.01412,-4.09377,1,10
65,1.76795,-5.40299,1,5
66,-5.63818,1.68433,1,3
67,-4.14721,1.87594,1,11
68,-0.52134,5.5981,1,13
69,2.3369,1.35188,1,5
70,2.21579,2.45584,1,9
71,2.56214,4.90506,1,6
72,-2.54823,2.08291,1,11
73,2.66819,-4.7553,1,10
74,1.06467,-3.0554,1,3
75,5.38417,2.1502,1,12
76,-3.02344,2.21828,1,13
77,-2.93839,-0.50096,1,7
78,-2.83739,1.63502,1,12
79,-2.65151,-4.00137,1,8
80,-2.96165,-3.07443,1,3
81,-0.97974,3.62748,1,3
82,-5.00392,2.29156,1,6
83,4.66851,0.45572,1,10
84,4.5382,-0.45594,1,11
85,2.86545,4.99945,1,11
86,2.70918,2.13481,1,5
87,-3.66746,3.78883,1,7
88,1.68509,4.98486,1,2
89,-3.87644,0.25152,1,2
90,-2.4671,3.91502,1,2
91,2.09268,-0.65633,1,9
92,1.77008,-0.96831,1,7
93,4.24676,1.45927,1,3
94,-0.40722,-5.32739,1,7
95,-0.69646,5.76956,1,2
96,-2.27887,1.20045,1,1
97,-4.42326,-1.37206,1,12
98,3.98111,-1.49757,1,8
99,-1.41572,0.80464,1,13
100,3.67069,-0.39236,1,10
101,-0.88293,2.63516,1,8
102,-1.63031,-5.13801,1,11
103,-1.79197,-3.08907,1,12
104,-4.34721,-1.09078,1,13
105,-0.89692,-2.65258,1,1
106,-2.37882,-4.11195,1,12
107,1.45548,3.00114,1,8
108,3.42082,3.55291,1,13
109,5.05076,-0.02918,1,7
110,2.49391,4.61308,1,7
111,4.09067,0.84984,1,11
112,-2.08908,-0.8454,1,3
113,2.32786,-2.13519,1,7
114,-2.79669,-5.0253,1,12
115,0.99403,2.53074,1,8
116,-3.72967,4.02627,1,11
117,-4.38186,1.10379,1,10
118,5.9493,-0.68945,1,8
119,1.22656,1.83956,1,4
120,2.55194,-3.26772,1,9
121,-1.48519,-1.90886,1,2
122,-4.19935,4.13274,1,9
123,0.56268,1.44561,1,9
124,-4.79705,2.32197,1,10
125,-5.42724,0.61567,1,12
126,4.08096,3.86189,1,13
127,-1.91044,-1.20413,1,10
128,0.59142,3.92338,1,8
129,-2.48491,2.20133,1,13
130,-4.68982,-2.69405,1,8
131,-0.04653,4.09976,1,1
132,-1.44367,5.55879,1,2
133,-2.14704,-1.94359,1,12
134,-0.32016,3.32428,1,7
135,1.20561,-2.38924,1,11
136,2.60028,-0.28437,1,3
137,-0.6957,-5.57715,1,8
138,-2.59798,3.88144,1,9
139,-3.93983,-2.29902,1,1
140,2.08287,1.67448,1,8
141,4.63353,-3.09358,1,5
142,3.50734,-3.30801,1,1
143,1.55054,-3.41913,1,7
144,-0.29798,4.414,1,3
145,-3.29774,-2.2217,1,2
146,2.17214,0.30932,1,3
147,-2.86848,1.45568,1,2
148,-0.97225,2.33811,1,3
149,1.53525,2.4698,1,1
150,1.39221,2.90003,1,9
151,-3.57621,1.88242,1,4
152,1.64413,1.10575,1,8
153,-4.65844,-3.31897,1,10
154,-5.74542,1.06146,1,7
155,-1.44501,-4.09006,1,7
156,-1.34142,-4.1186,1,6
157,-2.38103,-2.82467,1,2
158,5.58514,1.19708,1,7
159,3.48274,1.60705,1,12
160,-1.03763,2.21955,1,12
161,-5.24614,-1.03031,1,4
162,-2.21733,-3.23838,1,3
163,-2.69764,1.76913,1,8
164,1.6964,-3.60614,1,9
165,-0.4634,-2.30013,1,6
166,2.53916,-0.50674,1,3
167,-5.72203,-1.14132,1,13
168,-2.67214,5.23252,1,2
169,3.66638,2.86722,1,2
170,-1.58377,-1.32636,1,2
171,0.57408,-3.13755,1,3
172,-3.33715,1.74143,1,9
173,4.60666,2.95702,1,8
174,-0.17194,1.65539,1,1
175,1.09488,1.58218,1,13
176,-0.54594,2.76683,1,10
177,-4.57086,1.8069,1,10
178,-5.11561,-0.88099,1,1
179,-4.73569,1.29796,1,12
180,2.96228,-2.94848,1,13
181,-4.52175,-0.51509,1,13
182,3.28281,-1.21408,1,12
183,-3.39327,-3.9836,1,11
184,2.83405,-0.7716,1,7
185,0.29427,5.03409,1,3
186,-1.3009,-2.5983,1,6
187,-0.93122,3.71742,1,2
188,-2.28038,-4.26198,1,1
189,-1.80655,-5.03181,1,13
190,2.03266,0.92537,1,4
191,-0.17448,5.79537,1,4
192,0.86586,5.26123,1,5
193,-2.13349,-3.75865,1,7
194,2.30179,-3.41496,1,9
195,-2.3282,3.45086,1,1
196,0.67623,-3.4831,1,11
197,-1.99205,-3.92987,1,8
198,4.41065,0.18621,1,12
199,-4.3755,-3.27107,1,5
200,-4.08416,3.52068,1,6
201,4.23183,-2.46725,1,1
202,3.8765,0.02804,1,3
203,-5.29351,1.27265,1,9
204,-3.99945,2.05847,1,5
205,-3.64067,0.91245,1,12
206,0.73598,-5.77924,1,2
207,-2.48049,5.06559,1,13
208,0.98802,-4.45439,1,8
209,-4.74482,0.86326,1,10
210,4.57902,1.0466,1,13
211,1.36668,2.7191,1,4
212,-0.62202,-3.46845,1,6
213,-4.20057,0.70633,1,7
214,1.81736,2.59349,1,10
215,-3.00409,4.66057,1,11
216,-2.31949,-1.85561,1,2
