passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,5.40998,-0.69213,1,6
2,-5.3115,2.14672,1,11
3,1.95833,1.6434,1,5
4,-0.2913,5.74383,1,11
5,5.75873,0.04165,1,7
6,-1.94793,-1.32195,1,1
7,-0.26163,3.40307,1,3
8,-3.63308,-2.74006,1,10
9,-1.41857,-5.70557,1,7
10,1.04195,5.8077,1,2
11,2.03588,1.85058,1,5
12,-1.71045,5.66409,1,8
13,-2.46196,5.3379,1,3
14,-3.83564,1.97972,1,10
15,-5.40261,-0.26697,1,4
16,2.2792,1.3579,1,12
17,-0.3181,4.04762,1,4
18,1.81424,-5.46485,1,10
19,5.29347,0.98293,1,3
20,5.3067,-2.54397,1,4
21,-0.60868,-4.90008,1,2
22,-1.85408,0.13293,1,8
23,-4.89644,-2.63305,1,9
24,0.46383,5.79285,1,8
25,-4.84898,1.28246,1,6
26,5.1336,-1.21241,1,9
27,-5.00343,-1.5154,1,9
28,-3.90079,-0.52109,1,9
29,0.56965,4.90386,1,9
30,-2.8264,0.19748,1,13
31,-3.63229,-3.58964,1,3
32,-0.78527,-1.64551,1,10
33,-2.69747,2.07842,1,4
34,-1.3128,1.4439,1,2
35,2.34451,-0.17737,1,8
36,5.32766,1.28752,1,6
37,3.80627,-3.34855,1,6
38,3.07783,-1.86523,1,9
39,1.67622,-5.6134,1,11
40,1.50324,1.07369,1,5
41,-0.30777,4.1186,1,9
42,-1.98738,3.34334,1,6
43,-2.26467,-4.79139,1,11
44,3.52702,4.08021,1,11
45,-0.52596,-2.87755,1,4
46,3.39455,2.6938,1,8
47,-2.36389,-3.42061,1,8
48,-4.90213,0.17953,1,8
49,0.929,-5.0327,1,12
50,-1.14734,-5.13851,1,4
51,2.79733,-1.93412,1,5
52,3.88565,-3.17674,1,2
53,-2.49002,4.26138,1,13
54,-0.88043,-2.63875,1,9
55,0.80623,2.36985,1,7
56,4.28674,0.83285,1,9
57,-0.21909,-5.88161,1,8
58,-3.70648,-0.00052,1,9
59,-4.65344,0.59018,1,8
60,2.58658,-1.76444,1,10
61,-4.05114,-3.34568,1,7
62,-2.43504,-2.22037,1,13
63,2.79032,-3.39708,1,3
64,1.73674,-4.77782,1,2
65,-5.03706,-2.63552,1,2
66,2.40727,5.36946,1,1
67,0.28775,4.54266,1,6
68,1.9909,-1.72188,1,6
69,2.65606,0.48377,1,5
70,-3.30105,0.20974,1,10
71,2.72891,4.81427,1,9
72,3.26172,-0.43955,1,11
73,-1.26643,-5.30361,1,13
74,-3.23556,-0.00959,1,13
75,-5.70225,1.0474,1,3
76,3.48989,1.37209,1,2
77,-1.23564,-2.71261,1,10
78,3.15907,0.86276,1,2
79,4.32457,2.08317,1,7
80,-4.22946,-0.57891,1,7
81,3.08458,2.14566,1,12
82,2.28526,-5.0068,1,7
83,1.93156,-4.27455,1,6
84,-0.78588,-4.49283,1,9
85,3.391,4.65902,1,10
86,-1.8554,-2.90767,1,7
87,-5.23714,-0.61468,1,5
88,5.18629,-0.88923,1,2
89,-2.30317,-3.12817,1,8
90,1.43912,-4.39806,1,4
91,-2.10142,0.62777,1,1
92,-1.8383,0.83154,1,10
93,2.04652,-3.99702,1,4
94,4.62482,2.67543,1,6
95,3.89302,4.31477,1,9
96,1.19253,2.28303,1,5
97,-3.58572,2.93095,1,10
98,2.08136,-3.70943,1,6
99,0.53583,-1.53772,1,9
100,3.42832,1.36912,1,10
101,-2.24073,1.64401,1,6
102,-5.31379,-0.90595,1,1
103,-3.09424,1.78302,1,5
104,-2.47575,-3.73613,1,6
105,-1.94265,-2.01662,1,4
106,-1.23866,4.58613,1,3
107,-3.03258,1.38878,1,11
108,4.90872,0.47917,1,6
109,5.02554,-0.5049,1,12
110,2.6077,4.54973,1,6
111,3.28161,2.58589,1,10
112,-1.56743,1.6193,1,6
113,1.01157,2.99244,1,11
114,-5.73903,0.37238,1,10
115,-1.44958,2.30032,1,5
116,5.23677,-1.64241,1,3
117,3.96434,-2.16866,1,11
118,5.66406,1.94628,1,13
119,-0.16851,-2.20455,1,5
120,-0.49688,4.11625,1,9
121,-2.13984,1.12722,1,6
122,-5.62735,-1.74556,1,11
123,1.45193,-0.54617,1,10
124,-4.63339,2.63343,1,3
125,5.43111,-0.58053,1,12
126,-1.78501,5.32749,1,13
127,-0.683,-2.15249,1,7
128,-1.99092,-3.43204,1,12
129,-3.21992,-0.80792,1,8
130,-1.73244,-5.12357,1,3
131,-2.05311,-3.54894,1,3
132,2.50614,5.16755,1,6
133,2.00869,2.08626,1,10
134,3.33961,-0.0193,1,11
135,1.27271,2.35418,1,11
136,2.5611,0.53207,1,5
137,-5.20995,-2.10833,1,7
138,3.44202,-3.15714,1,2
139,-2.21823,-3.98588,1,2
140,0.97704,2.48749,1,2
141,-3.78611,4.0872,1,9
142,-4.67519,1.17768,1,7
143,3.72932,-0.43218,1,3
144,2.45429,3.68085,1,7
145,2.44741,-3.13388,1,2
146,-1.34731,-1.73165,1,1
147,-2.29266,2.2563,1,12
148,0.91848,2.35975,1,8
149,-2.61755,1.26701,1,13
150,-3.19639,0.3626,1,10
151,2.93539,2.77782,1,8
152,-1.67621,-1.05649,1,11
153,0.8526,5.65595,1,12
154,-4.37338,3.87429,1,13
155,-3.76138,-2.16071,1,1
156,-0.04915,4.33127,1,12
157,-0.92864,3.5757,1,8
158,-4.23463,-3.83337,1,13
159,-0.3677,3.81797,1,7
160,1.10377,-2.18742,1,7
161,5.31467,-0.58122,1,11
