passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-0.88788,5.38132,1,3
2,-2.44893,-5.17911,1,11
3,-1.43568,-2.11533,1,5
4,3.00156,4.90582,1,7
5,3.5616,3.3026,1,3
6,-2.35402,0.0242,1,8
7,3.30451,-0.85412,1,4
8,-2.4476,3.83621,1,9
9,-5.0555,-3.0013,1,9
10,0.96651,5.82073,1,10
11,0.0219,-2.75117,1,6
12,-0.18938,5.91368,1,2
13,-5.87418,-0.21997,1,3
14,-1.35764,-4.09735,1,12
15,4.18736,-3.42425,1,2
16,2.56673,-0.67122,1,11
17,-3.88275,-1.1869,1,7
18,3.70858,4.40483,1,13
19,3.1839,4.34163,1,2
20,-0.27752,5.87842,1,6
21,2.66453,-4.1571,1,2
22,-0.05001,1.85816,1,13
23,2.185,-5.11213,1,1
24,0.23636,5.80658,1,11
25,4.52842,-2.15656,1,11
26,-3.10003,4.26774,1,12
27,1.72149,4.93631,1,2
28,-0.0268,3.93535,1,6
29,-3.68167,-3.28903,1,4
30,-2.79348,0.47329,1,11
31,-3.0446,4.09994,1,6
32,0.88668,-1.59316,1,12
33,-2.92821,-1.73831,1,3
34,-1.85701,-0.59982,1,4
35,2.04009,-1.16886,1,2
36,-1.22383,5.34265,1,2
37,0.22927,-5.06438,1,12
38,0.08432,-3.59792,1,8
39,-4.28175,3.99832,1,8
40,-1.6821,-0.7636,1,2
41,3.66982,1.89475,1,12
42,3.66809,1.29333,1,9
43,-5.20073,-1.01913,1,5
44,0.98287,-5.30301,1,7
45,2.67737,-1.17841,1,6
46,2.96837,3.15726,1,1
47,-3.77521,-1.74251,1,4
48,-4.81497,0.93762,1,2
49,5.10342,0.38236,1,3
50,-2.74033,4.4957,1,4
