node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
131,depot,-0.24944,0.86474,0.0,0.0,0.0,103.90048647141404,0.0,0,0,0.0,1251.8092535725605,0.0,0.0,2,Int64[]
212,dummy charger,0.0,0.0,104.98482086311014,104.98482086311014,0.0,105.68407113523308,0.0,0,0,104.98482086311014,1251.8092535725605,0.6992502721229386,1251.8092535725605,0,Int64[]
2,bus stop,-38.49788,2.56005,152.16949981813244,174.77185697565096,0.0,175.27185697565096,69.72814302434904,1,1,174.77185697565096,213.01457131710063,0.5,69.72814302434904,1,[206]
12,bus stop,-32.89788,-3.03995,184.81353884226462,184.81353884226462,0.0,185.31353884226462,59.68646115773538,2,1,184.7927065229846,219.6951376819897,0.5,59.707293477015426,1,[195]
13,bus stop,-31.49788,9.56005,200.58768244876148,200.58768244876148,0.0,201.08768244876148,43.912317551238516,3,1,185.01193684783306,219.8412912318887,0.5,59.48806315216696,1,[162]
28,bus stop,-23.09788,1.16005,215.40020524868197,216.63615376027806,0.0,217.13615376027806,27.863846239721937,4,1,202.70423064041708,231.63615376027806,0.5,41.79576935958292,1,[207]
129,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,41.79576935958292,1,Int64[]
129,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,59.48806315216696,1,Int64[]
129,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,59.707293477015426,1,Int64[]
129,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,69.72814302434904,1,Int64[]
131,depot,-0.24944,0.86474,246.0843343916961,246.0843343916961,0.0,246.0843343916961,0.0,0,0,0.0,1251.8092535725605,0.0,0.0,2,Int64[]
