id,v_type,x,y,lyr,ei,li,chg_power,set_physical,s_t,Li
1,bus stop,-26.44692,-10.79782,1,192.8741883046044,225.08279220306957,0.0,1.0,0.5,51.625811695395626
2,bus stop,-26.44692,-6.59782,1,195.23947440721912,226.65964960481273,0.0,2.0,0.5,49.260525592780894
3,bus stop,-25.04692,-6.59782,1,197.69034882393998,228.29356588262667,0.0,3.0,0.5,46.80965117606001
4,bus stop,-16.64692,6.00218,1,212.51939484820497,238.17959656546998,0.0,4.0,0.5,31.980605151795025
5,bus stop,-15.24692,-3.79782,1,216.10337795667968,240.56891863778645,0.0,5.0,0.5,28.39662204332033
6,bus stop,-9.64692,21.40218,1,202.07373268849733,231.21582179233155,0.0,6.0,0.5,42.426267311502684
7,bus stop,-9.64692,22.80218,1,199.75502375820994,229.67001583880662,0.0,7.0,0.5,44.74497624179006
8,bus stop,-9.64692,24.20218,1,197.41453877176338,228.10969251450894,0.0,8.0,0.5,47.08546122823661
9,bus stop,-5.44692,-14.99782,1,215.6633114097548,240.27554093983656,0.0,9.0,0.5,28.83668859024518
10,bus stop,-5.44692,-13.59782,1,218.0273566151318,241.8515710767545,0.0,10.0,0.5,26.472643384868213
11,bus stop,-5.44692,-6.59782,1,229.03787427186478,249.1919161812432,0.0,11.0,0.5,15.46212572813521
12,bus stop,-5.44692,6.00218,1,229.85195508028625,249.73463672019082,0.0,12.0,0.5,14.648044919713762
13,bus stop,-2.64692,-0.99782,1,239.387800030464,256.091866686976,0.0,13.0,0.5,5.112199969535986
14,bus stop,0.15308,6.00218,1,233.649159462752,252.26610630850132,0.0,14.0,0.5,10.850840537248
15,bus stop,1.55308,6.00218,1,233.295439824391,252.03029321626067,0.0,15.0,0.5,11.204560175608997
16,bus stop,9.95308,4.60218,1,224.68269354517253,246.28846236344836,0.0,16.0,0.5,19.817306454827467
17,bus stop,9.95308,13.00218,1,214.90773783533592,239.77182522355727,0.0,17.0,0.5,29.592262164664085
18,bus stop,9.95308,14.40218,1,212.86127997094945,238.40751998063297,0.0,18.0,0.5,31.63872002905054
19,bus stop,11.35308,-17.79782,1,206.34842497635037,234.06561665090027,0.0,19.0,0.5,38.15157502364961
20,bus stop,11.35308,-2.39782,1,223.52976056083946,245.51984037389298,0.0,20.0,0.5,20.97023943916053
21,bus stop,11.35308,4.60218,1,222.36070916601918,244.74047277734613,0.0,21.0,0.5,22.139290833980812
22,bus stop,12.75308,-17.79782,1,204.9302102659321,233.12014017728808,0.0,22.0,0.5,39.569789734067896
23,bus stop,12.75308,-2.39782,1,221.04842169599445,243.86561446399628,0.0,23.0,0.5,23.451578304005558
24,bus stop,14.15308,-21.99782,1,197.22744584226004,227.98496389484,0.0,24.0,0.5,47.27255415773997
25,bus stop,19.75308,-7.99782,1,205.98654428747346,233.82436285831562,0.0,25.0,0.5,38.51345571252655
26,bus stop,19.75308,1.80218,1,208.65339591277848,235.60226394185233,0.0,26.0,0.5,35.84660408722152
27,bus stop,21.15308,-5.19782,1,205.134333997739,233.25622266515933,0.0,27.0,0.5,39.36566600226101
28,bus stop,21.15308,-3.79782,1,205.66029050216545,233.60686033477697,0.0,28.0,0.5,38.83970949783455
29,bus stop,21.15308,1.80218,1,206.1330516820007,233.92203445466714,0.0,29.0,0.5,38.36694831799929
30,bus stop,22.55308,-0.99782,1,203.70154956496526,232.30103304331018,0.0,30.0,0.5,40.79845043503474
31,transit stop,0.0,0.0,1,245.0,260.0,0.0,31.0,0.0,0.0
32,charger,0.0,0.0,0,0.0,0.0,0.83,32.0,0.0,0.0
33,depot,0.0,0.0,0,0.0,265.0,0.0,33.0,0.0,0.0
34,customer,14.28818,-21.70991,1,0.0,0.0,0.0,0.0,0.0,0.0
35,customer,-26.89583,-10.38607,1,0.0,0.0,0.0,0.0,0.0,0.0
36,customer,21.5035,-4.38485,1,0.0,0.0,0.0,0.0,0.0,0.0
37,customer,12.06184,-17.32224,1,0.0,0.0,0.0,0.0,0.0,0.0
38,customer,-5.69007,-14.13091,1,0.0,0.0,0.0,0.0,0.0,0.0
39,customer,-3.04516,-1.04163,1,0.0,0.0,0.0,0.0,0.0,0.0
40,customer,10.58166,4.79852,1,0.0,0.0,0.0,0.0,0.0,0.0
41,customer,11.91568,-2.76659,1,0.0,0.0,0.0,0.0,0.0,0.0
42,customer,-9.25309,24.16134,1,0.0,0.0,0.0,0.0,0.0,0.0
43,customer,-5.28982,5.97602,1,0.0,0.0,0.0,0.0,0.0,0.0
44,customer,19.28153,-8.51531,1,0.0,0.0,0.0,0.0,0.0,0.0
45,customer,-9.50634,21.87632,1,0.0,0.0,0.0,0.0,0.0,0.0
46,customer,-15.09741,-3.74541,1,0.0,0.0,0.0,0.0,0.0,0.0
47,customer,10.56304,13.62315,1,0.0,0.0,0.0,0.0,0.0,0.0
48,customer,-5.21725,-6.75308,1,0.0,0.0,0.0,0.0,0.0,0.0
49,customer,20.72473,1.73713,1,0.0,0.0,0.0,0.0,0.0,0.0
50,customer,-16.48403,6.16047,1,0.0,0.0,0.0,0.0,0.0,0.0
51,customer,22.48497,-0.7528,1,0.0,0.0,0.0,0.0,0.0,0.0
52,customer,0.78041,5.61347,1,0.0,0.0,0.0,0.0,0.0,0.0
53,customer,-25.53782,-6.93567,1,0.0,0.0,0.0,0.0,0.0,0.0
54,dummy charger,0.0,0.0,0,0.0,0.0,0.83,32.0,0.0,0.0
55,dummy charger,0.0,0.0,0,0.0,0.0,0.83,32.0,0.0,0.0
56,dummy charger,0.0,0.0,0,0.0,0.0,0.83,32.0,0.0,0.0
