cus,pickup_bus_node,drop_off_transit_node,ride_time,cus_walking_time
341,3,338,25.154939123137552,9.803267840871307
342,231,338,15.923530337621713,1.5293105215358562
343,309,338,21.093122437342515,4.2667284664281615
344,38,338,23.60427122976637,7.6695806276132386
345,182,338,9.83016374877144,11.261350934589169
346,149,338,8.638793833515734,1.178694979488451
347,191,338,16.400608638622742,8.133235203711534
348,247,338,12.43985378795415,6.202638555639288
349,211,338,11.5500363617181,8.000121675545271
350,152,338,10.765475990495304,2.4061728459746767
351,158,338,24.438888177279978,8.984460165785604
352,296,338,12.659567194069183,7.549865490678338
353,130,338,3.9754434851856217,11.527362269819317
354,82,338,16.157878131120356,9.205518508126536
355,54,338,27.04621290429668,8.694315476536158
356,20,338,18.164593339311978,3.547807783576242
357,59,338,18.57723763567111,1.8080713003058289
358,302,338,22.935769054291768,8.666109304498114
359,300,338,15.912106878944797,2.0016419142646855
360,137,338,19.066021087718468,1.6962712210502549
361,122,338,22.178087021147377,11.466781372511763
362,297,338,14.959620740118396,4.4637105191327
363,164,338,4.5089655301389655,10.8615900930518
364,2,338,27.34168611108936,9.507806590332471
365,217,338,21.587356022561124,2.8162239436944794
366,204,338,8.118877509932986,9.737386652666592
367,271,338,22.949899424388036,6.620188289066926
368,320,338,20.10762735717384,9.937335061502528
369,252,338,21.563318907764057,7.564902111625612
370,225,338,6.399200472546596,5.669939396611363
371,49,338,16.12148362970956,6.655979276152197
372,152,338,10.765475990495304,10.466103944570142
373,46,338,13.908813782800337,10.757706176179491
374,323,338,23.279869425294322,8.969497583843511
375,240,338,18.004003724209724,6.859406143149569
376,63,338,11.573988852974026,7.734598358331602
377,37,338,16.447169837209685,10.64110067933859
378,223,338,10.305624497884793,3.769421944981473
379,172,338,13.033710442240448,9.96225137698652
380,300,338,15.912106878944797,11.762419727285293
381,46,338,13.908813782800337,2.2291973356447623
382,220,338,17.283085004371827,10.197306626555175
383,77,338,7.969261927067976,8.622441200899878
384,23,338,19.3325903038631,9.271790833464447
385,110,338,14.880284240403824,6.445175242234628
386,316,338,17.24592417340807,2.88529704383134
387,97,338,9.912268813039475,9.031111489760516
388,323,338,23.279869425294322,2.150100037907618
389,71,338,15.131546259441762,1.8212466508745553
390,176,338,21.553467710626563,5.222747436168718
391,16,338,15.883984213787386,8.749515389051702
392,102,338,12.37317414666839,9.546259108979749
393,89,338,15.204237418187859,8.047781870681039
394,320,338,20.10762735717384,7.6830601070795215
395,194,338,17.287685539657076,9.265769476951174
396,65,338,13.236063163056144,2.558965061670675
397,284,338,10.900744317562726,7.9548327275426285
398,104,338,19.889111511739998,3.352233537297373
399,90,338,17.06703122835563,2.1849283107652204
400,33,338,15.44748282887764,7.084801993995153
401,38,338,23.60427122976637,1.9694879632458422
402,113,338,6.977574763396319,8.949727394893463
403,312,338,21.32642560526395,9.842351676955671
404,100,338,9.604883323172828,4.903295485274864
405,252,338,21.563318907764057,4.5444477397716385
406,56,338,17.31829324739357,9.342392516046171
407,221,338,16.58993695394605,8.458985157582063
408,321,338,22.33334037498983,2.9305044619287144
409,330,338,21.182947812251626,4.935595988804792
410,115,338,5.057451261672156,5.956621244507582
411,222,338,12.4923714858366,4.524210566018647
412,158,338,24.438888177279978,9.804345804311424
413,98,338,7.360234510575083,4.625743210461966
414,97,338,9.912268813039475,1.3477462669211797
415,204,338,8.118877509932986,7.778569194447186
416,115,338,5.057451261672156,4.21198544607218
417,113,338,6.977574763396319,5.8953948833347765
418,311,338,14.047271847601934,7.747659886460101
419,210,338,9.363289373766293,6.0729974300560245
420,89,338,15.204237418187859,5.25059299732226
421,229,338,7.951830919798596,1.3408908106516244
422,210,338,9.363289373766293,10.143821375442581
423,16,338,15.883984213787386,8.895871352938256
424,28,338,21.83474558028297,4.0078976514845195
425,306,338,17.920880369222033,2.383037359930293
426,175,338,24.046599982214104,1.621198753368594
427,125,338,15.176099790668303,9.80156463747297
428,213,338,19.492138356095523,2.296025662058333
429,141,338,27.01024117223605,2.8905882352941177
430,223,338,10.305624497884793,4.514819128681219
431,126,338,17.36284677862011,3.5578347386692446
432,299,338,12.967009489878961,3.6295467855521686
433,133,338,5.113006436998063,10.473227895291538
434,67,338,19.73401655772082,4.645960056252173
435,275,338,20.18199606032843,5.071993868224609
436,277,338,14.304459164123642,8.91090668903908
437,102,338,12.37317414666839,7.268778020412675
438,182,338,9.83016374877144,7.830814547069047
439,175,338,24.046599982214104,3.4600080824755093
440,30,338,20.55675693018611,9.295011796154826
441,232,338,12.08133895687891,5.0045018639795105
442,9,338,16.880167114492906,6.230480824780581
443,296,338,12.659567194069183,7.469822605509812
444,271,338,22.949899424388036,6.685270765208577
445,243,338,9.557865941393004,6.993077452951303
446,266,338,14.712957674691694,2.5832407531872357
447,20,338,18.164593339311978,9.010507818969447
448,291,338,25.030072956179055,7.648754441875528
449,170,338,7.3508021132448675,4.544972217379047
450,9,338,16.880167114492906,8.770707412296394
451,298,338,18.83311471602201,7.346941122779727
452,117,338,10.396125518441835,4.7191336443187515
453,75,338,10.304150211822673,7.538430375479467
454,30,338,20.55675693018611,8.823247195486728
455,4,338,21.28144514723394,5.97708771825338
456,86,338,22.774531978393412,6.790178770623355
457,256,338,23.516131262599117,4.645302990702818
458,49,338,16.12148362970956,5.615202878197882
459,305,338,25.45283699363526,9.197045336433604
460,197,338,19.400609034609317,7.374434598466435
461,64,338,9.844753081840878,8.418880301817579
462,312,338,21.32642560526395,7.498577818562539
463,112,338,9.109443307096996,9.095480351445405
464,56,338,17.31829324739357,6.312116043069589
465,41,338,27.658331282071032,6.157183943788512
466,209,338,8.066359812050536,1.6753656338007035
467,84,338,22.036835971842976,10.056432533854062
468,233,338,20.397514072859025,7.217785922246312
469,54,338,27.04621290429668,1.5834533326711409
470,75,338,10.304150211822673,5.511275283688444
471,188,338,9.101862868990736,8.291138770859348
472,302,338,22.935769054291768,7.700580476929051
473,241,338,12.233162790902895,10.072117772795641
474,156,338,26.23334697016591,6.084453900428201
475,212,338,9.830648124984691,4.8552478810210244
476,333,338,26.165289891947737,7.42001063336894
477,130,338,3.9754434851856217,9.412953742538496
478,99,338,12.582872506393642,3.0818003568444157
479,251,338,19.42486374972043,1.2593253864929865
480,328,338,25.05644178815524,11.634293456643341
481,35,338,19.006904096362973,9.956394773501756
482,100,338,9.604883323172828,7.332405478682029
483,65,338,13.236063163056144,1.998839275636487
484,51,338,21.64586474586656,5.840964617922287
485,66,338,12.062541790185719,5.775638172920663
486,90,338,17.06703122835563,8.655357881414464
487,312,338,21.32642560526395,4.672346329356723
488,220,338,17.283085004371827,3.0546701983620426
489,321,338,22.33334037498983,10.26402733708705
490,191,338,16.400608638622742,11.299780718085488
491,26,338,25.708239556186584,5.1987996298852845
492,288,338,16.49147151053296,4.21476189938555
493,125,338,15.176099790668303,9.856973015293367
494,43,338,16.76257812567775,3.9121454976091656
495,335,338,26.334120934546206,7.615570983962048
496,45,338,11.606308666738755,3.3049218826651603
497,322,338,24.520087362941638,6.15878026503147
498,270,338,13.968957536334216,2.6903042546706417
499,154,338,16.180600621065054,3.1923349743150844
500,283,338,12.074200273464982,11.461473905351134
501,305,338,25.45283699363526,3.2570440161568923
502,84,338,22.036835971842976,7.869620041565904
503,18,338,19.76558758114632,9.897075657707916
504,137,338,19.066021087718468,9.194292995204195
505,300,338,15.912106878944797,7.2365838974747065
506,115,338,5.057451261672156,9.451274319894443
507,269,338,12.722650346705876,6.729165807928071
508,167,338,2.334210896753774,8.732694692656768
509,149,338,8.638793833515734,8.49397877025137
510,261,338,15.043930541534621,6.356096943869058
511,66,338,12.062541790185719,9.607620168441196
512,201,338,10.308807140317612,10.990321830488693
513,262,338,11.744612929344811,11.003322385333036
514,276,338,17.995249072376623,1.134497788377706
515,312,338,21.32642560526395,11.115867473507471
516,306,338,17.920880369222033,7.060072588509079
517,294,338,13.800966617335064,2.2458538838980755
518,104,338,19.889111511739998,8.530848009706059
519,271,338,22.949899424388036,3.8135503624289613
520,253,338,17.51209360620561,5.740594909069506
521,79,338,12.279380562703068,2.6571478139520814
522,197,338,19.400609034609317,7.137887100744574
523,33,338,15.44748282887764,1.505814125292632
524,75,338,10.304150211822673,10.733446313173859
525,230,338,13.736783349669906,4.583955000473581
526,152,338,10.765475990495304,11.516560664980368
527,147,338,2.5432395271287476,4.653716602301097
528,16,338,15.883984213787386,8.678582068103212
529,16,338,15.883984213787386,9.686260175110451
530,122,338,22.178087021147377,3.8160537271431254
531,82,338,16.157878131120356,4.334341263312245
532,204,338,8.118877509932986,7.976422398778606
533,124,338,16.528092518375473,5.709848150011859
534,239,338,19.469831992323634,9.680402659702708
535,51,338,21.64586474586656,9.59785019541889
536,56,338,17.31829324739357,8.593184844493129
537,170,338,7.3508021132448675,7.6706914798176244
538,176,338,21.553467710626563,11.33360589461247
539,211,338,11.5500363617181,5.841472209799056
540,215,338,24.365042517037693,9.718863245359863
541,98,338,7.360234510575083,8.327413731778163
542,38,338,23.60427122976637,8.797215314359276
543,208,338,5.489795397862679,3.1618083914902653
544,221,338,16.58993695394605,4.232511115059285
545,249,338,13.017737613911606,10.296763293640355
546,73,338,12.379006735120129,9.258568088261953
547,143,338,21.96261078117064,10.395632620377398
548,201,338,10.308807140317612,4.141022431961328
549,167,338,2.334210896753774,6.024246787474875
550,243,338,9.557865941393004,8.775637733704478
551,65,338,13.236063163056144,2.7978217181911322
552,247,338,12.43985378795415,8.366438907922536
553,175,338,24.046599982214104,4.65015813251974
554,313,338,17.619065138338215,4.000342485337975
555,90,338,17.06703122835563,9.579710814743718
556,311,338,14.047271847601934,6.5837535733187105
557,107,338,20.27640487279308,6.961775223034379
558,69,338,27.143307180565557,5.501828845985571
559,302,338,22.935769054291768,4.808237778320866
560,39,338,18.760444279213147,9.744007650521697
561,84,338,22.036835971842976,10.294776934854319
562,218,338,23.45204995572027,4.761218164325652
563,18,338,19.76558758114632,8.291164096562342
564,149,338,8.638793833515734,7.804151730668369
565,11,338,25.911581291119205,11.371121283266403
566,284,338,10.900744317562726,11.555264945403785
567,150,338,11.129739062633092,10.261272209111349
568,334,338,24.1473739465944,3.403558105651597
569,21,338,14.814607333480097,5.960798899104964
570,186,338,2.303140407725465,5.753460994198596
571,143,338,21.96261078117064,4.1301732463642145
572,220,338,17.283085004371827,5.313400794218325
573,223,338,10.305624497884793,7.045929345801076
574,200,338,14.976779528487413,2.883352654961238
575,276,338,17.995249072376623,11.03167682467238
576,21,338,14.814607333480097,8.010964066412761
577,53,338,25.120573690417046,10.876161082352223
578,145,338,11.281676268131832,3.2593035832445683
579,233,338,20.397514072859025,8.093978495725894
580,223,338,10.305624497884793,1.6458419412269607
581,90,338,17.06703122835563,0.27115750858802523
582,88,338,17.390984406139665,3.342162692061474
583,88,338,17.390984406139665,4.900601972768412
584,259,338,15.11858325755631,1.4143761044028877
585,249,338,13.017737613911606,3.8511957106052197
586,303,338,18.678218498484767,6.978260704765034
587,298,338,18.83311471602201,1.8211601648456779
588,206,338,4.0670422385721,8.51603781109502
589,211,338,11.5500363617181,1.498384093860301
590,89,338,15.204237418187859,4.209984191506386
591,210,338,9.363289373766293,5.613354459737734
592,64,338,9.844753081840878,7.36272640659751
593,130,338,3.9754434851856217,8.076966520911848
594,193,338,14.25304278264619,9.990741121270682
595,259,338,15.11858325755631,3.912489273894442
596,316,338,17.24592417340807,2.5753832811802426
597,130,338,3.9754434851856217,3.4649567970663546
598,223,338,10.305624497884793,5.166091864145372
599,74,338,16.390490647719304,8.463819665009368
600,197,338,19.400609034609317,3.6903620418598506
601,9,338,16.880167114492906,1.5119016463498118
602,3,338,25.154939123137552,7.340146206929409
603,175,338,24.046599982214104,4.364221322397052
604,211,338,11.5500363617181,10.692324717365803
605,136,338,14.177919388189537,3.1938732394846543
606,162,338,7.868498572731909,3.8703812943070317
607,64,338,9.844753081840878,10.663592781209351
608,100,338,9.604883323172828,8.825859790301585
609,134,338,7.29975342494987,2.5454840723582937
610,213,338,19.492138356095523,4.278151825845207
611,211,338,11.5500363617181,7.891652657137135
612,230,338,13.736783349669906,8.066045733296223
613,210,338,9.363289373766293,5.368671509007261
614,141,338,27.01024117223605,9.696118939624732
615,131,338,3.0394864849470764,9.909901335058198
