node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
466,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.9317269904277,0.0,0.0,1,Int64[]
446,bus stop,16.67423,-3.04966,20.42267731217038,213.86598403174443,0.0,214.36598403174443,30.634015968255568,2,2,213.86598403174443,239.07732268782962,0.5,30.634015968255568,1,"[494, 898]"
368,bus stop,9.67423,-4.44966,222.96673983780454,225.25575276526078,0.0,225.75575276526078,19.24424723473922,4,2,225.25575276526078,246.6705018435072,0.5,19.24424723473922,1,"[709, 779]"
287,bus stop,4.07423,-4.44966,232.502740717068,233.59672805775776,0.0,234.09672805775776,10.903271942242242,6,2,233.59672805775776,252.23115203850517,0.5,10.903271942242254,1,"[788, 834]"
307,bus stop,5.47423,-3.04966,236.48214852441117,236.9501347819121,0.0,237.4501347819121,7.549865218087888,8,2,233.17520217286815,251.9501347819121,0.5,11.324797827131842,1,"[549, 772]"
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,6,-2,245.0,260.0,0.0,11.324797827131842,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-2,245.0,260.0,0.0,19.24424723473922,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-2,245.0,260.0,0.0,30.634015968255568,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-2,245.0,260.0,0.0,10.903271942242254,1,Int64[]
466,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.9317269904277,0.0,0.0,1,Int64[]
