passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,5.07586,1.99563,1,8
2,-2.37484,-5.2135,1,11
3,2.4662,0.67353,1,12
4,5.1814,2.49591,1,13
5,-4.8123,-0.65869,1,1
6,1.93257,1.34431,1,12
7,1.41721,-3.10497,1,8
8,1.87383,-4.14681,1,13
9,-1.01302,-5.79134,1,7
10,3.47222,4.77061,1,7
11,-1.47996,-2.3193,1,11
12,-5.87638,-0.68971,1,3
13,5.79375,-0.99338,1,7
14,-2.5592,-3.47591,1,12
15,1.68222,-5.14097,1,8
16,-2.54204,0.7594,1,11
17,-3.69925,1.67331,1,10
18,-5.16633,-2.06653,1,8
19,4.66033,2.69598,1,4
20,3.94227,4.36937,1,9
21,2.28611,4.37663,1,2
22,-1.43921,1.17641,1,9
23,2.72045,-4.84843,1,9
24,1.91224,-5.48777,1,10
25,4.658,1.8602,1,12
26,-4.25291,3.12033,1,13
27,-5.15352,-0.87862,1,10
28,-3.40983,1.96487,1,8
29,-2.72701,-4.11531,1,13
30,-1.96566,-2.04052,1,8
31,-1.33156,4.93011,1,1
32,-1.65772,0.75916,1,2
33,3.3892,0.33084,1,12
34,1.94171,-0.19508,1,7
35,1.16918,2.03991,1,11
36,4.30506,3.39236,1,3
37,-3.52591,3.64259,1,8
38,1.15251,3.40937,1,9
39,-5.84603,0.37932,1,1
40,-0.98487,1.56288,1,8
41,3.94081,-1.23596,1,5
42,3.41223,-1.86663,1,1
43,5.012,1.72222,1,7
44,-0.41106,-5.37764,1,3
45,-0.35057,2.90414,1,2
46,-3.8341,2.01971,1,3
47,-3.97128,-1.23186,1,2
48,4.59131,-1.72711,1,3
49,-4.4493,2.5288,1,1
50,5.23522,-0.55959,1,9
51,-1.08045,3.22467,1,4
52,-1.51795,-4.78391,1,8
53,-2.47657,-4.26921,1,10
54,-2.69811,-0.677,1,7
55,-0.80182,-2.37134,1,7
56,-2.18674,-3.77994,1,6
57,2.56832,5.29576,1,2
58,2.57077,2.67005,1,7
59,4.69063,-0.0271,1,12
60,1.48904,2.75434,1,12
61,5.14423,1.06872,1,4
62,-3.05473,-1.23617,1,3
63,3.23972,-2.97158,1,8
64,-2.47213,-4.44212,1,9
65,2.07835,5.29136,1,6
66,-3.99885,4.31686,1,3
67,-4.41388,1.11186,1,13
68,2.61472,-0.30301,1,2
69,1.49772,2.24622,1,2
70,2.03589,-2.60693,1,2
71,-3.39824,-4.36763,1,3
72,-2.34576,2.30856,1,9
73,1.97782,5.08137,1,8
74,-2.91234,1.40969,1,1
75,-5.76069,0.6535,1,13
76,2.72369,2.57749,1,10
77,-2.52169,-1.58939,1,10
78,0.48814,3.23818,1,1
79,-3.59304,3.18301,1,12
80,-3.70162,-2.12639,1,13
81,-0.04264,3.75722,1,13
82,-1.38346,5.32696,1,12
83,-3.47749,-3.14797,1,11
84,-0.43725,4.54004,1,7
85,2.59593,-5.14455,1,3
86,3.42877,-0.37498,1,6
87,-0.65272,-5.23254,1,2
88,-2.92689,4.37284,1,1
89,-3.35514,-1.95783,1,13
90,3.60656,2.89943,1,4
91,1.82402,-1.2178,1,4
92,1.46778,-1.38436,1,5
93,1.8546,-4.08961,1,7
94,-0.35987,5.3308,1,9
95,-4.8197,-3.24705,1,1
96,2.55,0.36312,1,11
97,-4.12983,2.09578,1,8
98,-1.63313,3.92744,1,12
99,0.85968,1.38299,1,5
100,1.59765,3.32797,1,6
101,-2.45926,1.29449,1,1
102,4.47297,3.00827,1,3
103,-2.90851,-2.07221,1,9
104,-4.40738,0.81426,1,5
