passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime,DistanceFromStation
1,7.17959,-4.47564,1,13,8.46036550861297
2,10.16334,-0.86619,1,13,10.2001882426275
3,3.87864,11.43525,1,13,12.0751302217823
5,-0.16169,9.17654,1,13,9.17796075275871
7,-12.43924,-5.48617,1,13,13.59532001778
8,-6.22679,5.21548,1,13,8.12244936277588
11,-10.10373,3.15055,1,13,10.5835381727791
12,-3.24322,9.14411,1,13,9.70222629783747
14,-3.55862,-0.05149,1,13,3.55899722297722
15,-9.6228,10.76151,1,13,14.4363558388215
16,1.62891,6.85232,1,13,7.04326827746842
18,-8.79481,0.44218,1,13,8.8059190377428
21,1.69245,11.6964,1,13,11.8182117956386
22,-6.12504,8.67048,1,13,10.615716529968
23,12.30817,6.42462,1,13,13.8840468913425
26,-9.55686,7.35588,1,13,12.0599580663175
27,2.38888,-12.16481,1,13,12.3971475493031
29,4.51723,-2.08059,1,13,4.97335279624918
30,-7.37408,-6.62845,1,13,9.91531021976286
31,5.50836,2.37742,1,13,5.99951607746809
38,-3.88785,-2.32092,1,13,4.52792200305041
40,14.26669,-3.77146,1,13,14.7567696962434
41,11.04874,-8.66214,1,13,14.0394908050218
42,0.6512,-4.25684,1,13,4.3063565224616
46,-9.10849,5.61367,1,13,10.6994364406761
48,2.14196,-0.48388,1,13,2.19593846104154
52,-5.69477,8.9275,1,13,10.5891715650195
55,1.3934,7.4399,1,13,7.56925657479106
61,-13.98504,3.56351,1,13,14.4319084328998
63,-14.15934,0.41189,1,13,14.1653262208166
64,-0.19568,2.5139,1,13,2.52150068975949
65,11.92378,6.62742,1,13,13.641821143329
66,-4.8762,2.96627,1,13,5.70755263648625
67,-0.49626,6.84227,1,13,6.86024251451724
76,-7.12458,-4.47661,1,13,8.41425441032197
78,11.13901,2.95566,1,13,11.5244752217939
82,-12.04615,4.02558,1,13,12.7009875425781
83,-0.3339,6.97527,1,13,6.9832580409797
84,4.84904,-3.99812,1,13,6.28475738767543
86,-9.55022,9.81706,1,13,13.696031541636
88,6.58893,7.42195,1,13,9.92468325795192
89,13.96191,4.7205,1,13,14.7383168390607
94,-7.52902,7.18199,1,13,10.4051502134249
96,-0.44324,6.37756,1,13,6.39294452529121
97,5.70223,6.27582,1,13,8.47946760829073
98,-9.05694,-7.64585,1,13,11.8527224981588
99,11.25689,1.22086,1,13,11.3228998450177
100,-13.70799,0.57246,1,13,13.7199382936655
104,15.68656,3.51748,2,15,11.250565474932
106,-7.72745,-5.86183,2,15,14.012460602402
107,3.77327,5.02454,2,15,5.17212681403699
108,6.80478,-0.12931,2,15,1.80940487962082
109,4.98523,-13.71049,2,15,13.7104967109669
110,3.21385,4.84136,2,15,5.16033629788365
111,-1.70347,-5.10082,2,15,8.423469099796
113,5.02912,13.75752,2,15,13.7575535025389
116,-4.23935,-10.04573,2,15,13.6485293958911
117,6.58079,8.07478,2,15,8.22806110611152
118,12.74495,-8.77509,2,15,11.7041218634929
119,1.4966,1.13636,2,15,3.68308867490503
121,-3.67878,1.76488,2,15,8.85641555217104
126,2.89764,1.13912,2,15,2.39113109525063
127,0.6365,5.29224,2,15,6.85914665110177
128,-2.64618,-6.23029,2,15,9.86309425193199
129,-8.45188,3.46097,2,15,13.8899728770037
130,9.12787,4.48624,2,15,6.09636159215636
131,3.34563,8.70099,2,15,8.85687389760632
133,14.65512,7.65265,2,15,12.3200853312848
134,-5.69828,-4.27961,2,15,11.5225129554729
137,-1.48861,-6.93954,2,15,9.50048813617919
138,9.08351,8.7814,2,15,9.68442537716749
141,10.70033,12.49606,2,15,13.7348145977435
142,10.71733,-11.63673,2,15,12.9653887904056
144,13.37349,-10.12554,2,15,13.139327977128
147,-7.56506,-6.18566,2,15,14.0051147125246
148,13.11133,5.99406,2,15,10.0857532225288
151,14.27592,-3.01117,2,15,9.75242877160873
154,17.35799,-2.37412,2,15,12.5839753276986
158,16.38849,-0.23589,2,15,11.3909330097527
159,11.21907,-6.64278,2,15,9.09962921397806
161,14.09832,-6.25853,2,15,11.0430332995151
162,2.78982,3.56394,2,15,4.19363994041598
164,3.76702,-3.25187,2,15,3.47777255126476
167,2.34319,-7.02246,2,15,7.50823528945028
168,-1.81865,2.34982,2,15,7.21219072031401
169,10.71797,-3.05015,2,15,6.48063635770831
172,-7.57445,-6.80556,2,15,14.2979879519803
174,17.31551,-0.31,2,15,12.3194106039749
175,-4.0527,-7.06251,2,15,11.4817460150483
176,14.79474,-5.78254,2,15,11.3742967995625
177,-3.603,0.0391,2,15,8.60309048999272
180,-1.80133,-12.50873,2,15,14.2382001382212
185,9.77,6.98036,2,15,8.45448438913159
186,-1.828,-1.24853,2,15,6.94120805562214
188,4.24335,-4.07585,2,15,4.14548528684309
191,11.26048,2.03323,2,15,6.5823745986844
192,7.45206,4.98435,2,15,5.55485464038181
193,5.2151,14.29354,2,15,14.2951623137245
194,7.02001,4.37326,2,15,4.81724206201154
199,6.97589,5.71292,2,15,6.0449684362254
