node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
466,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.0066898761925,0.0,0.0,1,Int64[]
390,bus stop,11.07423,-4.44966,14.379206098366703,222.93119085244996,0.0,223.43119085244996,21.56880914755004,2,2,222.93119085244996,245.1207939016333,0.5,21.568809147550056,1,"[590, 785]"
374,bus stop,9.67423,-5.84966,225.81661131910337,225.81661131910337,0.0,226.31661131910337,18.683388680896627,3,1,224.06877969023643,245.87918646015763,0.5,20.431220309763567,1,[605]
373,bus stop,9.67423,-7.24966,228.00335830705518,228.00335830705518,0.0,228.50335830705518,16.49664169294482,4,1,222.652082608025,244.93472173868335,0.5,21.847917391974978,1,[799]
355,bus stop,8.27423,-5.84966,230.8887787737086,232.29134539689042,0.0,232.79134539689042,12.20865460310958,5,1,226.18701809533565,247.29134539689042,0.5,18.31298190466437,1,[724]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,18.31298190466437,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-2,245.0,260.0,0.0,21.568809147550056,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,21.847917391974978,1,Int64[]
464,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,20.431220309763567,1,Int64[]
466,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.0066898761925,0.0,0.0,1,Int64[]
