node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
230,depot,-1.7533,0.22958,0.0,0.0,0.0,43.82538114968174,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
381,dummy charger,0.0,0.0,45.95582321039933,45.95582321039933,0.0,46.93022019460119,0.0,0,0,45.95582321039933,1256.585572009445,0.97439698420186,1256.585572009445,0,Int64[]
220,bus stop,35.11542,6.50799,89.95840817615804,179.95771802766473,0.0,180.45771802766473,64.54228197233527,1,1,179.95771802766473,216.47181201844313,0.5,64.54228197233527,1,[324]
226,bus stop,37.91542,3.70799,185.22855896097155,185.22855896097155,0.0,185.72855896097155,59.271441039028446,2,1,175.651260555333,213.600840370222,0.5,68.848739444667,1,[254]
219,bus stop,35.11542,-1.89201,193.27192081277806,193.27192081277806,0.0,193.77192081277806,51.22807918722194,3,1,180.9463489645799,217.13089930971992,0.5,63.55365103542012,1,[340]
200,bus stop,25.31542,-10.29201,209.32295965640463,211.57521956760735,0.0,212.07521956760735,32.92478043239265,4,1,195.11282935141105,226.57521956760735,0.5,49.38717064858896,1,[286]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,49.38717064858896,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,68.848739444667,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,64.54228197233527,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,63.55365103542012,1,Int64[]
230,depot,-1.7533,0.22958,247.1304420607176,247.1304420607176,0.0,247.1304420607176,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
