node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
283,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1137.5160401084895,0.0,0.0,1,Int64[]
70,bus stop,-0.81768,-0.82226,1.3971291771277456,102.09637132292758,0.0,102.59637132292758,2.403628677072419,1,1,100.89455698439139,117.09637132292758,0.5,3.6054430156086212,1,[295]
140,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,0,-1,105.0,120.0,0.0,3.6054430156086212,1,Int64[]
263,bus stop,8.98232,-5.02226,116.36244409685963,116.36244409685963,0.0,116.86244409685963,14.69315976979152,1,1,105.90176445940247,127.10117630626831,0.5,18.59823554059752,2,[382]
246,bus stop,6.18232,-5.02226,120.23593807276325,120.23593807276325,0.0,120.73593807276325,10.819665793887907,3,2,110.10508689496042,129.90339126330696,0.5,14.394913105039581,2,"[338, 339]"
247,bus stop,6.18232,-3.62226,122.42268506071505,122.42268506071505,0.0,122.92268506071505,8.6329188059361,4,1,111.55062179109584,130.8670811940639,0.5,12.949378208904164,2,[361]
279,transit stop,0.0,0.0,131.55560386665115,131.55560386665115,0.0,131.55560386665115,0.0,3,-1,125.0,140.0,0.0,12.949378208904164,2,Int64[]
279,transit stop,0.0,0.0,131.55560386665115,131.55560386665115,0.0,131.55560386665115,0.0,1,-2,125.0,140.0,0.0,14.394913105039581,2,Int64[]
279,transit stop,0.0,0.0,131.55560386665115,131.55560386665115,0.0,131.55560386665115,0.0,0,-1,125.0,140.0,0.0,18.59823554059752,2,Int64[]
283,depot,0.0,0.0,131.55560386665115,131.55560386665115,0.0,131.55560386665115,0.0,0,0,0.0,1137.5160401084895,0.0,0.0,1,Int64[]
