busStop_ID,busStop_X,busStop_Y
1,-10.6664,-10.36144
2,-10.6664,-10.16144
3,-10.4664,-9.56144
4,-10.4664,-9.36144
5,-9.4664,8.23856
6,-8.6664,-11.96144
7,-8.4664,-1.76144
8,-8.2664,-1.76144
9,-6.8664,5.23856
10,-6.8664,5.43856
11,-6.4664,-11.76144
12,-4.4664,5.83856
13,-4.2664,5.83856
14,-1.2664,-10.16144
15,-1.2664,12.63856
16,-1.0664,-10.16144
17,-1.0664,12.63856
18,-0.8664,-9.36144
19,-0.8664,-9.16144
20,1.5336,4.23856
21,1.9336,4.83856
22,1.9336,5.03856
23,2.9336,-14.36144
24,3.3336,3.83856
25,3.5336,3.83856
26,6.1336,-11.76144
27,6.3336,-11.76144
28,7.7336,3.23856
29,7.7336,3.43856
30,9.5336,3.43856
31,11.3336,-2.56144
32,11.3336,-2.36144
33,11.7336,0.23856
34,11.7336,0.43856
