node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
173,depot,1.45029,0.77632,0.0,0.0,0.0,112.4649624226631,0.0,0,0,0.0,1255.3112138511117,0.0,0.0,2,Int64[]
278,dummy charger,0.0,0.0,114.4468860416943,114.4468860416943,0.0,115.05597251928275,0.0,0,0,114.4468860416943,1255.3112138511117,0.6090864775884484,1255.3112138511117,0,Int64[]
4,bus stop,-33.805,-16.30368,160.27423815088508,176.6726015525965,0.0,177.1726015525965,67.82739844740351,1,1,176.6726015525965,214.28173436839765,0.5,67.82739844740351,1,[238]
8,bus stop,-31.005,-21.90368,184.715963404403,184.715963404403,0.0,185.215963404403,59.784036595597,2,1,175.8947428794769,213.76316191965125,0.5,68.60525712052312,1,[175]
45,bus stop,-15.605,-14.90368,205.59700480564686,205.59700480564686,0.0,206.09700480564686,38.90299519435314,3,1,205.5025416537307,233.50169443582047,0.5,38.99745834626929,1,[211]
78,bus stop,-0.205,-12.10368,224.95540943516318,224.95540943516318,0.0,225.45540943516318,19.544590564836824,4,1,222.62274231726815,244.91516154484543,0.5,21.877257682731848,1,[179]
81,bus stop,1.195,-3.70368,235.71549081156982,239.81121385111166,0.0,240.31121385111166,4.68878614888834,5,1,237.46682077666748,254.81121385111166,0.5,7.033179223332528,1,[272]
171,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,7.033179223332528,1,Int64[]
171,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,38.99745834626929,1,Int64[]
171,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,68.60525712052312,1,Int64[]
171,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,67.82739844740351,1,Int64[]
171,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,21.877257682731848,1,Int64[]
173,depot,1.45029,0.77632,246.9819236190312,246.9819236190312,0.0,246.9819236190312,0.0,0,0,0.0,1255.3112138511117,0.0,0.0,2,Int64[]
