busType,maxPax,maxKWH,minSOC,maxSOC,SOC,consumption
1,10,35.8,10,80,20,0.24
1,10,35.8,10,80,22.0689655172414,0.24
1,10,35.8,10,80,24.1379310344828,0.24
1,10,35.8,10,80,26.2068965517241,0.24
1,10,35.8,10,80,28.2758620689655,0.24
1,10,35.8,10,80,30.3448275862069,0.24
1,10,35.8,10,80,32.4137931034483,0.24
1,10,35.8,10,80,34.4827586206897,0.24
1,10,35.8,10,80,36.551724137931,0.24
1,10,35.8,10,80,38.6206896551724,0.24
1,10,35.8,10,80,40.6896551724138,0.24
1,10,35.8,10,80,42.7586206896552,0.24
1,10,35.8,10,80,44.8275862068966,0.24
1,10,35.8,10,80,46.8965517241379,0.24
1,10,35.8,10,80,48.9655172413793,0.24
1,10,35.8,10,80,51.0344827586207,0.24
1,10,35.8,10,80,53.1034482758621,0.24
1,10,35.8,10,80,55.1724137931034,0.24
1,10,35.8,10,80,57.2413793103448,0.24
1,10,35.8,10,80,59.3103448275862,0.24
1,10,35.8,10,80,61.3793103448276,0.24
1,10,35.8,10,80,63.448275862069,0.24
1,10,35.8,10,80,65.5172413793103,0.24
1,10,35.8,10,80,67.5862068965517,0.24
1,10,35.8,10,80,69.6551724137931,0.24
1,10,35.8,10,80,71.7241379310345,0.24
1,10,35.8,10,80,73.7931034482759,0.24
1,10,35.8,10,80,75.8620689655172,0.24
1,10,35.8,10,80,77.9310344827586,0.24
1,10,35.8,10,80,80,0.24
