busType,maxPax,maxKWH,minSOC,maxSOC,SOC,consumption
1,10,35.8,10,80,20,0.24
1,10,35.8,10,80,21.0526315789474,0.24
1,10,35.8,10,80,22.1052631578947,0.24
1,10,35.8,10,80,23.1578947368421,0.24
1,10,35.8,10,80,24.2105263157895,0.24
1,10,35.8,10,80,25.2631578947368,0.24
1,10,35.8,10,80,26.3157894736842,0.24
1,10,35.8,10,80,27.3684210526316,0.24
1,10,35.8,10,80,28.4210526315789,0.24
1,10,35.8,10,80,29.4736842105263,0.24
1,10,35.8,10,80,30.5263157894737,0.24
1,10,35.8,10,80,31.5789473684211,0.24
1,10,35.8,10,80,32.6315789473684,0.24
1,10,35.8,10,80,33.6842105263158,0.24
1,10,35.8,10,80,34.7368421052632,0.24
1,10,35.8,10,80,35.7894736842105,0.24
1,10,35.8,10,80,36.8421052631579,0.24
1,10,35.8,10,80,37.8947368421053,0.24
1,10,35.8,10,80,38.9473684210526,0.24
1,10,35.8,10,80,40,0.24
1,10,35.8,10,80,41.0526315789474,0.24
1,10,35.8,10,80,42.1052631578947,0.24
1,10,35.8,10,80,43.1578947368421,0.24
1,10,35.8,10,80,44.2105263157895,0.24
1,10,35.8,10,80,45.2631578947368,0.24
1,10,35.8,10,80,46.3157894736842,0.24
1,10,35.8,10,80,47.3684210526316,0.24
1,10,35.8,10,80,48.4210526315789,0.24
1,10,35.8,10,80,49.4736842105263,0.24
1,10,35.8,10,80,50.5263157894737,0.24
1,10,35.8,10,80,51.5789473684211,0.24
1,10,35.8,10,80,52.6315789473684,0.24
1,10,35.8,10,80,53.6842105263158,0.24
1,10,35.8,10,80,54.7368421052632,0.24
1,10,35.8,10,80,55.7894736842105,0.24
1,10,35.8,10,80,56.8421052631579,0.24
1,10,35.8,10,80,57.8947368421053,0.24
1,10,35.8,10,80,58.9473684210526,0.24
1,10,35.8,10,80,60,0.24
1,10,35.8,10,80,61.0526315789474,0.24
1,10,35.8,10,80,62.1052631578947,0.24
1,10,35.8,10,80,63.1578947368421,0.24
1,10,35.8,10,80,64.2105263157895,0.24
1,10,35.8,10,80,65.2631578947368,0.24
1,10,35.8,10,80,66.3157894736842,0.24
1,10,35.8,10,80,67.3684210526316,0.24
1,10,35.8,10,80,68.4210526315789,0.24
1,10,35.8,10,80,69.4736842105263,0.24
1,10,35.8,10,80,70.5263157894737,0.24
1,10,35.8,10,80,71.5789473684211,0.24
1,10,35.8,10,80,72.6315789473684,0.24
1,10,35.8,10,80,73.6842105263158,0.24
1,10,35.8,10,80,74.7368421052632,0.24
1,10,35.8,10,80,75.7894736842105,0.24
1,10,35.8,10,80,76.8421052631579,0.24
1,10,35.8,10,80,77.8947368421053,0.24
1,10,35.8,10,80,78.9473684210526,0.24
1,10,35.8,10,80,80,0.24
