passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,3.70084,-4.00634,1,13
2,4.94142,2.89876,1,8
3,-2.06622,1.50551,1,7
4,-0.35645,5.74016,1,4
5,1.50294,-4.6188,1,7
6,-2.13891,0.98338,1,9
7,2.8892,-1.81709,1,9
8,1.8896,4.13964,1,6
9,-0.50925,5.85718,1,5
10,3.6006,4.67447,1,13
11,1.80555,2.07592,1,1
12,4.03105,-4.33107,1,12
13,-5.15644,-2.82233,1,12
14,-4.10632,-1.33024,1,11
15,3.31655,4.27317,1,2
16,1.60001,-2.11627,1,4
17,-2.92355,-2.81732,1,5
18,-3.41236,4.63809,1,9
19,-5.36531,-0.44769,1,2
20,-4.80003,3.40479,1,10
21,4.38586,2.26837,1,2
22,0.11769,1.85511,1,9
23,3.97247,3.88942,1,7
24,2.34453,5.31747,1,11
25,0.31643,5.00571,1,10
26,-4.57805,2.62016,1,12
27,4.9755,1.6047,1,12
28,3.22285,-2.25852,1,5
29,4.64274,-1.6785,1,10
30,-2.82863,0.16255,1,3
31,-5.09513,0.34459,1,1
32,-0.9548,1.55329,1,10
33,2.75563,-2.00066,1,7
34,-1.32913,1.42888,1,7
35,1.80026,1.51237,1,12
36,1.03557,-5.38231,1,8
37,-3.90086,3.23787,1,9
38,0.1878,3.594,1,12
39,-4.82269,3.32591,1,11
40,1.51832,1.05226,1,8
41,2.78969,3.04553,1,3
42,3.63444,-1.38508,1,4
43,5.09962,-1.44224,1,12
44,-4.80228,-2.45482,1,1
45,2.7213,1.07308,1,7
46,0.41379,4.31374,1,3
47,-2.51025,3.31469,1,13
48,2.12186,-4.42275,1,10
49,5.09377,0.49453,1,7
50,5.07384,1.40601,1,7
51,1.65726,2.96974,1,1
52,-2.97259,-4.04397,1,9
53,-0.56556,-4.90303,1,1
54,-1.66678,-2.2271,1,1
55,-2.38516,0.75971,1,7
56,-4.17779,-1.27116,1,2
57,-1.6889,5.63817,1,11
58,-0.12357,-3.70442,1,11
59,1.75536,4.34988,1,10
60,-1.21137,-2.88725,1,2
61,2.13166,4.80222,1,9
62,-2.23286,2.42359,1,7
63,-3.09644,-3.1206,1,13
64,0.95972,-4.99227,1,9
65,4.96221,2.77389,1,11
66,5.31465,-2.52598,1,6
67,0.73218,-4.49249,1,6
68,-2.62316,0.2182,1,11
69,-2.48346,1.05882,1,2
70,-3.12452,1.0855,1,2
71,-1.91863,5.19067,1,3
72,-3.2865,-0.17587,1,6
73,-5.44023,-0.36876,1,11
74,1.33385,-2.94785,1,11
75,1.61159,-5.56915,1,1
76,-2.31103,-2.95315,1,6
77,-2.15499,2.0594,1,7
78,1.2357,-3.03268,1,6
79,-4.69842,-0.98302,1,9
80,-2.52495,3.44211,1,9
81,3.48485,-1.4051,1,4
82,3.91467,-3.86857,1,6
83,-4.45969,-1.45389,1,1
84,-3.27591,-3.17358,1,13
85,-4.92185,-2.99678,1,3
86,0.90509,3.32835,1,2
87,-1.6687,5.0021,1,5
88,-5.1744,0.95599,1,3
89,0.47505,3.85544,1,7
90,2.58441,-3.8386,1,5
91,0.74597,2.06243,1,13
92,0.30408,1.99458,1,12
93,2.14578,3.94462,1,1
94,0.74736,5.2904,1,10
95,-5.34356,2.28457,1,4
96,-0.96475,2.38822,1,6
97,4.10479,-2.14441,1,8
98,-3.851,1.80602,1,13
99,0.64844,1.49373,1,6
100,3.0517,-2.07727,1,13
101,2.75668,-0.35268,1,4
102,-4.99771,2.0199,1,10
103,2.73559,2.29567,1,9
104,-0.22701,4.47621,1,8
105,-2.35207,1.51934,1,10
106,-3.93076,-2.66759,1,9
107,-0.25567,3.32564,1,3
108,-3.9377,-2.9698,1,2
109,-1.21869,-4.90161,1,13
110,0.92605,5.16164,1,3
111,3.09164,2.81025,1,1
112,-0.6515,2.15743,1,8
113,-1.32297,2.8684,1,12
114,-5.11053,2.63774,1,9
115,-2.71565,-0.13419,1,3
116,4.71492,2.80906,1,5
117,-0.35403,4.50485,1,6
118,1.88701,-5.68408,1,13
119,2.17382,0.40365,1,3
120,3.73872,-1.7923,1,12
121,-0.29814,-2.40013,1,9
122,-5.87678,0.42133,1,5
123,-1.36625,-0.7347,1,3
124,0.42537,5.31247,1,6
125,-5.28049,1.39659,1,7
