passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,5.22617,1.56015,1,8
2,4.69472,3.2833,1,2
3,1.13851,-2.28902,1,2
4,-1.95398,-5.4091,1,4
5,-1.98765,4.43186,1,11
6,2.23994,-0.72435,1,4
7,3.33348,0.73295,1,11
8,-4.21762,1.70849,1,4
9,-4.32501,3.98248,1,13
10,0.57435,-5.8724,1,5
11,0.7709,-2.64105,1,3
12,2.28576,5.45736,1,4
13,-5.86615,0.37779,1,9
14,-4.06659,1.44716,1,7
15,-3.27996,-4.30131,1,5
16,-0.67004,-2.56704,1,11
17,0.11954,-4.05834,1,8
18,-0.93738,5.68132,1,8
19,-2.30147,-4.86726,1,12
20,-3.30485,-4.86938,1,4
21,2.577,4.21192,1,10
22,1.36302,1.2639,1,10
23,-5.55921,0.05714,1,5
24,5.62648,-1.45429,1,8
25,-2.69781,4.22838,1,1
26,-4.53574,-2.69274,1,1
27,0.85634,5.15727,1,7
28,0.03133,-3.93531,1,11
29,-0.15802,4.93431,1,13
30,-2.83131,-0.10602,1,2
31,-1.60623,-4.84759,1,8
32,1.41144,-1.15421,1,7
33,3.29452,-0.86154,1,1
