node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
194,depot,-0.69396,4.05902,0.0,0.0,0.0,43.22457754414741,0.0,0,0,0.0,1256.750641666591,0.0,0.0,2,Int64[]
322,dummy charger,0.0,0.0,48.18592090224802,48.18592090224802,0.0,48.65306422166568,0.0,0,0,48.18592090224802,1256.750641666591,0.46714331941765863,1256.750641666591,0,Int64[]
189,bus stop,35.1563,-17.66663,96.05738635046913,173.39351680679482,0.0,173.89351680679482,71.10648319320518,2,2,173.39351680679482,212.09567787119656,0.5,71.10648319320516,1,"[289, 312]"
164,bus stop,26.7563,-28.86663,190.7609866863129,190.7609866863129,0.0,191.2609866863129,53.73901331368711,3,1,173.36810541426604,212.07873694284405,0.5,71.13189458573395,1,[204]
150,bus stop,19.7563,-28.86663,199.69472162607192,199.69472162607192,0.0,200.19472162607192,44.805278373928076,4,1,181.28330516135446,217.3555367742363,0.5,63.21669483864555,1,[282]
135,bus stop,11.3563,-24.66663,211.5097644037817,211.78281839908513,0.0,212.28281839908513,32.71718160091487,5,1,195.42422759862768,226.7828183990851,0.5,49.075772401372326,1,[240]
192,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,49.075772401372326,1,Int64[]
192,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,63.21669483864555,1,Int64[]
192,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,71.13189458573395,1,Int64[]
192,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-2,245.0,260.0,0.0,71.10648319320516,1,Int64[]
194,depot,-0.69396,4.05902,249.9613433581006,249.9613433581006,0.0,249.9613433581006,0.0,0,0,0.0,1256.750641666591,0.0,0.0,2,Int64[]
