node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
214,depot,-0.74666,-0.34189,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.0526409958575,0.0,0.0,1,Int64[]
89,bus stop,-4.26325,-21.71345,26.09511678160679,204.50960476404055,0.0,205.00960476404055,39.990395235959454,1,1,204.50960476404055,232.83973650936036,0.5,39.990395235959454,1,[339]
90,bus stop,-4.26325,-17.51345,210.06984572789597,211.92491904900422,0.0,212.42491904900422,32.57508095099578,2,1,211.92491904900422,237.78327936600283,0.5,32.575080950995776,1,[298]
94,bus stop,-2.86325,-16.11345,214.81033951565763,214.92313917152137,0.0,215.42313917152137,29.57686082847863,3,1,214.92313917152137,239.78209278101423,0.5,29.576860828478644,1,[334]
76,bus stop,-7.06325,-10.51345,223.8568741112804,223.8568741112804,0.0,224.3568741112804,20.643125888719595,4,1,221.6100255532449,244.24001703549658,0.5,22.889974446755115,1,[265]
85,bus stop,-5.66325,-10.51345,226.0436210992322,226.0436210992322,0.0,226.5436210992322,18.45637890076779,5,1,222.91855145794779,245.11236763863187,0.5,21.581448542052208,1,[321]
96,bus stop,-2.86325,-6.31345,232.6252738530269,236.14773850252377,0.0,236.64773850252377,8.352261497476235,6,1,231.97160775378566,251.14773850252377,0.5,12.528392246214342,1,[249]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,12.528392246214342,1,Int64[]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,21.581448542052208,1,Int64[]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,22.889974446755115,1,Int64[]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,29.576860828478644,1,Int64[]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,32.575080950995776,1,Int64[]
212,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,39.990395235959454,1,Int64[]
214,depot,-0.74666,-0.34189,245.98941261945816,245.98941261945816,0.0,245.98941261945816,0.0,0,0,0.0,1258.0526409958575,0.0,0.0,1,Int64[]
