node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,layer,cus_set
230,depot,-1.7533,0.22958,0.0,0.0,0.0,54.18308762009828,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
381,dummy charger,0.0,0.0,56.31352968081587,56.31352968081587,0.0,57.079847524537314,0.0,0,0,56.31352968081587,1256.585572009445,0.7663178437214455,1256.585572009445,0,Int64[]
53,bus stop,-20.88458,-27.09201,98.29352034946616,182.67949076260672,0.0,183.17949076260672,61.82050923739328,1,1,182.67949076260672,218.28632717507116,0.5,61.820509237393274,1,[257]
42,bus stop,-22.28458,-21.49201,190.13412675762444,190.13412675762444,0.0,190.63412675762444,54.36587324237556,3,2,188.54856053355604,222.19904035570403,0.5,55.95143946644397,1,"[289, 336]"
34,bus stop,-23.68458,-18.69201,194.4058076835277,194.4058076835277,0.0,194.9058076835277,50.09419231647229,4,1,189.97225969852462,223.14817313234974,0.5,54.52774030147539,1,[313]
105,bus stop,-4.08458,6.50799,233.36955696398056,233.36955696398056,0.0,233.86955696398056,11.130443036019443,5,1,230.61397370955416,250.24264913970276,0.5,13.886026290445852,1,[252]
111,bus stop,-2.68458,0.90799,240.8241929589983,241.085572009445,0.0,241.585572009445,3.414427990554998,6,1,239.3783580141675,256.085572009445,0.5,5.121641985832497,1,[353]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-1,245.0,260.0,0.0,5.121641985832497,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,54.52774030147539,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-2,245.0,260.0,0.0,55.95143946644397,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,61.820509237393274,1,Int64[]
228,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,13.886026290445852,1,Int64[]
230,depot,-1.7533,0.22958,247.1304420607176,247.1304420607176,0.0,247.1304420607176,0.0,0,0,0.0,1256.585572009445,0.0,0.0,2,Int64[]
