passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,-3.36127,-4.2952,1,10
2,-4.14178,3.95805,1,10
3,0.96468,-2.36753,1,9
4,-5.62932,-1.17779,1,1
5,-2.8729,3.91645,1,1
6,2.18335,-0.88033,1,5
7,2.42769,-2.39909,1,7
8,-4.32642,-1.41044,1,9
9,-4.2227,-4.0908,1,6
10,-5.03974,-3.06856,1,11
11,0.72194,2.65485,1,10
12,-1.87237,5.61264,1,13
13,-5.78047,1.06797,1,7
14,0.52785,4.28402,1,5
15,3.02096,-4.48701,1,2
16,0.90238,2.49487,1,8
17,0.6119,4.01373,1,11
18,2.75153,5.05818,1,6
19,0.7531,5.33103,1,2
20,-5.41117,2.31347,1,4
21,-1.84946,4.57829,1,2
22,1.64756,-0.86071,1,4
23,-5.03347,2.36057,1,6
24,2.31414,5.33076,1,7
25,4.14628,-2.82235,1,6
26,5.23218,-0.66938,1,12
27,-4.84697,1.95897,1,7
28,3.01459,2.5298,1,13
29,-0.25005,4.9305,1,9
30,-2.37994,1.53735,1,13
31,-4.22558,-2.86767,1,4
32,-0.13976,1.81792,1,9
33,-2.71876,-2.05048,1,4
34,-0.47086,-1.89383,1,9
35,0.4152,2.31426,1,10
36,4.05585,3.6867,1,1
37,-1.46555,4.85311,1,4
38,-1.5073,3.26805,1,3
39,-5.20581,2.68692,1,9
40,-1.84506,-0.09117,1,11
41,3.54811,2.1139,1,5
42,-0.30473,3.87747,1,11
43,1.66978,-5.02972,1,9
44,5.30269,0.98464,1,1
45,2.63779,-1.26452,1,8
46,-0.5342,-4.30049,1,6
47,-4.1473,0.29734,1,12
48,-4.32036,-2.32326,1,1
49,0.40847,5.10139,1,7
50,-5.09003,1.34621,1,6
51,3.30981,-0.78168,1,6
52,-4.80348,-1.45484,1,11
53,-4.89208,-0.65352,1,5
54,0.32098,2.76317,1,11
55,-2.49714,0.17448,1,7
56,-3.10604,-3.06957,1,1
57,-2.53489,-5.31184,1,3
58,-2.93604,2.26224,1,10
59,-3.15553,3.47065,1,7
60,3.12216,-0.23621,1,2
61,5.10705,1.2342,1,5
62,2.47419,-2.17666,1,8
63,3.75964,-2.27842,1,3
64,1.45458,-4.87114,1,10
65,4.62606,3.30417,1,4
66,-0.4385,5.86803,1,12
67,-2.32581,3.91269,1,4
68,-1.12481,-2.37978,1,10
69,1.76553,2.04244,1,3
70,-0.59472,-3.2538,1,4
71,4.33484,3.43997,1,2
72,-1.87113,-2.70756,1,8
73,-5.44906,0.19956,1,9
74,0.58734,-3.18182,1,8
75,-1.2634,-5.65831,1,6
76,3.08445,-2.13264,1,9
