node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
349,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.2007316465879,0.0,0.0,1,Int64[]
23,bus stop,-22.73453,-1.25418,27.43264814143581,203.35102778784628,0.0,203.85102778784628,41.14897221215372,1,1,203.35102778784628,232.0673518585642,0.5,41.148972212153716,1,[553]
35,bus stop,-21.33453,1.54582,207.62270871374955,207.62270871374955,0.0,208.12270871374955,36.877291286250454,2,1,205.8425442478431,233.7283628318954,0.5,38.65745575215689,1,[360]
48,bus stop,-19.93453,0.14582,210.50812918040296,210.50812918040296,0.0,211.00812918040296,33.99187081959704,3,1,208.4727771225176,235.48185141501173,0.5,36.02722287748239,1,[466]
33,bus stop,-21.33453,-2.65418,214.77981010630623,214.77981010630623,0.0,215.27981010630623,29.72018989369377,5,2,205.64639223371194,233.5975948224746,0.5,38.85360776628808,1,"[409, 477]"
56,bus stop,-18.53453,-2.65418,218.65330408220984,218.65330408220984,0.0,219.15330408220984,25.846695917790157,7,2,210.66215531452644,236.94143687635096,0.5,33.83784468547355,1,"[367, 481]"
77,bus stop,-14.33453,0.14582,225.23495683600453,225.23495683600453,0.0,225.73495683600453,19.265043163995472,8,1,218.5928825278409,242.22858835189393,0.5,25.90711747215909,1,[581]
100,bus stop,-10.13453,1.54582,231.06891915436083,231.06891915436083,0.0,231.56891915436083,13.431080845639173,9,1,225.97275156468152,247.14850104312103,0.5,18.52724843531847,1,[387]
113,bus stop,-8.73453,0.14582,233.95433962101424,233.9750034665204,0.0,234.4750034665204,10.524996533479595,10,1,228.7125051997806,248.9750034665204,0.5,15.787494800219399,1,[429]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,9,-1,245.0,260.0,0.0,15.787494800219399,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,8,-1,245.0,260.0,0.0,18.52724843531847,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,7,-1,245.0,260.0,0.0,25.90711747215909,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,6,-1,245.0,260.0,0.0,41.148972212153716,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-2,245.0,260.0,0.0,38.85360776628808,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,36.02722287748239,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,38.65745575215689,1,Int64[]
347,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-2,245.0,260.0,0.0,33.83784468547355,1,Int64[]
349,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.2007316465879,0.0,0.0,1,Int64[]
