node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
259,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1138.7860537927459,0.0,0.0,1,Int64[]
5,bus stop,-10.61768,-9.22226,16.944111940088064,77.69321028645967,0.0,78.19321028645967,26.806789713540326,1,1,77.69321028645967,101.62880685763977,0.5,26.806789713540333,1,[269]
14,bus stop,-9.21768,-6.42226,81.96489121236293,82.68962885573532,0.0,83.18962885573532,21.81037114426468,3,2,82.68962885573532,104.95975257049021,0.5,21.81037114426468,1,"[279, 309]"
23,bus stop,-7.81768,-3.62226,86.96130978163858,87.2722404043394,0.0,87.7722404043394,17.2277595956606,5,2,87.2722404043394,108.01482693622626,0.5,17.227759595660604,1,"[272, 297]"
39,bus stop,-5.01768,-5.02226,91.54392133024265,91.54392133024265,0.0,92.04392133024265,12.956078669757346,6,1,90.3347871103476,110.05652474023174,0.5,14.165212889652388,1,[284]
52,bus stop,-2.21768,-3.62226,95.81560225614591,98.66262485365073,0.0,99.16262485365073,5.837375146349274,8,2,95.7439372804761,113.66262485365073,0.5,8.756062719523904,1,"[283, 285]"
128,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,6,-2,105.0,120.0,0.0,8.756062719523904,1,Int64[]
128,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,5,-1,105.0,120.0,0.0,14.165212889652388,1,Int64[]
128,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,3,-2,105.0,120.0,0.0,21.81037114426468,1,Int64[]
128,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,1,-2,105.0,120.0,0.0,17.227759595660604,1,Int64[]
128,transit stop,1.0,0.0,105.0,105.0,0.0,105.0,0.0,0,-1,105.0,120.0,0.0,26.806789713540333,1,Int64[]
214,bus stop,3.38232,10.37774,117.82852144771466,117.82852144771466,0.0,118.32852144771466,13.842273068757137,1,1,104.7740673200574,126.3493782133716,0.5,19.725932679942602,2,[333]
203,bus stop,0.58232,4.77774,125.87188329952119,125.87188329952119,0.0,126.37188329952119,5.798911216950614,2,1,115.80163317457406,133.70108878304939,0.5,8.698366825425937,2,[319]
255,transit stop,0.0,0.0,132.1707945164718,132.1707945164718,0.0,132.1707945164718,0.0,1,-1,125.0,140.0,0.0,8.698366825425937,2,Int64[]
255,transit stop,0.0,0.0,132.1707945164718,132.1707945164718,0.0,132.1707945164718,0.0,0,-1,125.0,140.0,0.0,19.725932679942602,2,Int64[]
259,depot,0.0,0.0,132.1707945164718,132.1707945164718,0.0,132.1707945164718,0.0,0,0,0.0,1138.7860537927459,0.0,0.0,1,Int64[]
