cus,pickup_bus_node,drop_off_transit_node,ride_time,cus_walking_time
55,20,52,2.7335816873895737,4.320111843355488
56,14,52,2.6643465636830115,7.658242777294683
57,41,52,9.535300750117699,8.283483026178224
58,35,52,7.44581905440802,6.98693876762639
59,2,52,8.958629655989824,10.58478553540173
60,11,52,4.9819624982395965,4.05165179865914
61,20,52,2.7335816873895737,3.297037579823465
62,8,52,7.350389871414592,8.278798550481003
63,40,52,7.280164075244215,4.999201836639543
64,14,52,2.6643465636830115,5.320428831221867
65,12,52,3.6362962324758143,6.154911674123599
66,31,52,2.6003851409753054,6.062698983286051
67,31,52,2.6003851409753054,5.954906168366421
68,14,52,2.6643465636830115,3.37428167006362
69,11,52,4.9819624982395965,4.577186385878629
70,45,52,5.19875526133373,5.753904479676881
71,11,52,4.9819624982395965,6.809926324108977
72,23,52,2.6118869668043487,8.85448565069752
73,24,52,4.240940543644854,3.3703451077491655
74,46,52,6.671691848623908,2.303147877433992
75,13,52,2.7047330828566487,8.247877272470175
76,20,52,2.7335816873895737,4.292338082506185
77,46,52,6.671691848623908,6.15616921284354
78,32,52,4.233866560104758,9.526744545395239
79,47,52,8.858438836575715,3.862396068634531
80,6,52,4.330819010408362,1.887934738770035
81,24,52,4.240940543644854,1.4884434451040973
82,14,52,2.6643465636830115,10.419302668455591
83,37,52,2.671278553731753,4.964487614382413
84,44,52,6.44410895004404,6.076671308113613
85,1,52,6.7718826680380175,6.375252591508538
86,34,52,9.712732148839905,7.526628927833569
87,31,52,2.6003851409753054,6.6097373906761545
88,40,52,7.280164075244215,4.791997627244358
89,37,52,2.671278553731753,7.753618641292727
90,13,52,2.7047330828566487,6.2923472826330515
91,39,52,4.484944860672101,8.438055510765983
92,37,52,2.671278553731753,9.097732261640713
93,25,52,8.853740395779795,5.55076493995964
94,48,52,9.648399603918591,6.729496568778691
95,39,52,4.484944860672101,6.167444839457493
96,11,52,4.9819624982395965,0.8134516146715564
97,12,52,3.6362962324758143,7.706698946404938
98,51,52,9.572249237237344,9.77258214736462
99,35,52,7.44581905440802,6.2705149581856885
100,16,52,6.709678327216807,9.606466891187827
101,43,52,4.9359203105344704,8.39682595494554
102,50,52,7.385502249285537,3.950942747643366
103,26,52,9.037092200612534,4.556245142582645
104,47,52,8.858438836575715,0.6220777997383763
105,24,52,4.240940543644854,7.4391129294070115
106,20,52,2.7335816873895737,4.751476141420826
107,27,52,6.540037541042807,7.672660983934739
108,38,52,2.6303784278193802,4.716620328349454
109,43,52,4.9359203105344704,8.067903901039069
110,44,52,6.44410895004404,11.253754740739017
111,38,52,2.6303784278193802,9.19266951299167
112,24,52,4.240940543644854,9.447661070100985
113,12,52,3.6362962324758143,3.745592120370281
114,19,52,6.550341975168436,9.59133176272716
115,8,52,7.350389871414592,9.034712353360149
116,11,52,4.9819624982395965,8.748423331998046
117,35,52,7.44581905440802,6.0514769726218915
118,23,52,2.6118869668043487,8.30530229935895
119,31,52,2.6003851409753054,5.6518208352994765
120,51,52,9.572249237237344,10.226167219442482
121,6,52,4.330819010408362,8.997756365475603
122,6,52,4.330819010408362,4.810120613699734
123,30,52,1.135169818470274,6.959015690251217
124,28,52,2.7225940196206864,5.283529377709667
125,20,52,2.7335816873895737,10.03828097954134
126,11,52,4.9819624982395965,4.106906201353129
127,14,52,2.6643465636830115,5.984822770860965
128,9,52,8.896425315168614,9.709652333781397
129,28,52,2.7225940196206864,5.534164995795847
130,37,52,2.671278553731753,6.807148435798181
131,5,52,7.449287933681973,5.944012724282811
132,12,52,3.6362962324758143,5.7199867459376526
133,14,52,2.6643465636830115,8.705726008930018
134,11,52,4.9819624982395965,8.989822869496011
135,28,52,2.7225940196206864,6.189984673329599
136,13,52,2.7047330828566487,8.773402804789399
137,6,52,4.330819010408362,4.931653927808383
138,26,52,9.037092200612534,9.672094072684834
139,23,52,2.6118869668043487,7.574790300522239
140,27,52,6.540037541042807,8.182235673029504
141,13,52,2.7047330828566487,6.043354980363566
142,46,52,6.671691848623908,8.603308907173394
143,5,52,7.449287933681973,4.344385872479164
144,43,52,4.9359203105344704,9.267508650935037
145,8,52,7.350389871414592,9.004992197142002
146,51,52,9.572249237237344,10.054184086590956
147,9,52,8.896425315168614,2.4062273332415502
148,48,52,9.648399603918591,4.107312617901939
149,32,52,4.233866560104758,2.2342144172580523
150,27,52,6.540037541042807,3.031044396159166
