node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
159,depot,1.77947,1.04111,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1255.6897764311768,0.0,0.0,1,Int64[]
24,bus stop,-16.76156,5.12444,22.873911306955,212.82397445044052,0.0,213.32397445044052,31.676025549559483,1,1,212.82397445044052,238.382649633627,0.5,31.676025549559476,1,[235]
47,bus stop,-9.76156,3.72444,221.92473025650062,225.6181758187491,0.0,226.1181758187491,18.88182418125089,2,1,225.6181758187491,246.9121172124994,0.5,18.881824181250888,1,[175]
52,bus stop,-6.96156,2.32444,229.88985674465238,231.23607991991656,0.0,231.73607991991656,13.263920080083437,3,1,231.23607991991656,250.6573866132777,0.5,13.263920080083432,1,[250]
57,bus stop,-5.56156,-0.47556,235.50776084581983,237.77487330984064,0.0,238.27487330984064,6.725126690159357,4,1,234.412309964761,252.77487330984064,0.5,10.087690035239017,1,[199]
157,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,10.087690035239017,1,Int64[]
157,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,2,-1,245.0,260.0,0.0,18.881824181250888,1,Int64[]
157,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-1,245.0,260.0,0.0,13.263920080083432,1,Int64[]
157,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,31.676025549559476,1,Int64[]
159,depot,1.77947,1.04111,247.48392232197614,247.48392232197614,0.0,247.48392232197614,0.0,0,0,0.0,1255.6897764311768,0.0,0.0,1,Int64[]
