node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
245,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1258.8502061978393,0.0,0.0,1,Int64[]
75,bus stop,-5.18125,13.14245,17.020363149573484,218.96945527563977,0.0,219.46945527563977,25.530544724360226,1,1,218.96945527563977,242.47963685042652,0.5,25.530544724360226,1,[361]
74,bus stop,-5.18125,11.74245,221.15620226359158,221.30469148534718,0.0,221.80469148534718,23.195308514652822,3,2,221.30469148534718,244.03646099023143,0.5,23.195308514652833,1,"[353, 462]"
73,bus stop,-5.18125,10.34245,223.49143847329898,223.5945227377265,0.0,224.0945227377265,20.905477262273507,6,3,223.5945227377265,245.56301515848432,0.5,20.905477262273504,1,"[262, 281, 449]"
72,bus stop,-5.18125,8.94245,225.7812697256783,225.8222420686239,0.0,226.3222420686239,18.677757931376107,7,1,225.8222420686239,247.0481613790826,0.5,18.677757931376107,1,[343]
106,bus stop,-2.38125,8.94245,229.6957360445275,229.6957360445275,0.0,230.1957360445275,14.804263955472493,9,2,227.77578179538875,248.35052119692583,0.5,16.724218204611258,1,"[260, 380]"
103,bus stop,-2.38125,3.34245,236.94272399633473,237.0832409547399,0.0,237.5832409547399,7.4167590452601075,12,3,237.0832409547399,254.55549396982659,0.5,7.416759045260122,1,"[264, 327, 398]"
102,bus stop,-2.38125,1.94245,239.2699879426917,239.2699879426917,0.0,239.7699879426917,5.230012057308301,13,1,238.9463459735236,255.79756398234906,0.5,5.553654026476411,1,[276]
101,bus stop,-2.38125,0.54245,241.4567349306435,241.5575255566266,0.0,242.0575255566266,2.9424744433734134,15,2,240.0862883349399,256.5575255566266,0.5,4.413711665060113,1,"[336, 345]"
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,13,-2,245.0,260.0,0.0,4.413711665060113,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,12,-1,245.0,260.0,0.0,18.677757931376107,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,9,-3,245.0,260.0,0.0,20.905477262273504,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,7,-2,245.0,260.0,0.0,16.724218204611258,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,5,-2,245.0,260.0,0.0,23.195308514652833,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-1,245.0,260.0,0.0,5.553654026476411,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,25.530544724360226,1,Int64[]
243,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-3,245.0,260.0,0.0,7.416759045260122,1,Int64[]
245,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1258.8502061978393,0.0,0.0,1,Int64[]
