passenger_ID,passenger_X,passenger_Y,passenger_StationID,passenger_DepartureTime
1,2.94316,-4.59181,1,5
2,-0.15412,5.72684,1,7
3,1.00476,-2.3508,1,6
4,0.23392,5.74645,1,1
5,4.38529,-2.0884,1,4
6,-1.38354,1.90468,1,2
7,1.1239,3.22276,1,3
8,-0.03099,4.55042,1,4
9,-4.38449,-3.9169,1,6
10,-5.81752,0.98563,1,1
11,-1.64027,2.20883,1,12
12,2.87735,-5.16995,1,13
13,-5.05473,-3.00069,1,7
14,-4.10746,-1.32671,1,7
15,4.69344,-2.68907,1,5
16,-0.59239,2.58607,1,12
17,0.18362,-4.05595,1,5
18,0.1349,-5.75655,1,2
19,-3.93505,3.67456,1,11
20,-5.35868,-2.43258,1,6
21,4.38746,2.26527,1,4
22,1.75306,0.61811,1,6
23,-5.45574,-1.0691,1,2
24,1.05906,-5.71408,1,2
25,4.59072,-2.02055,1,13
26,3.61313,3.84305,1,13
27,-4.74665,-2.1909,1,8
28,-3.86288,0.75222,1,1
29,4.92304,0.36885,1,4
30,-1.47466,2.41928,1,5
31,2.67696,4.3489,1,11
32,0.5008,-1.75316,1,1
33,-1.27771,3.15652,1,1
34,-1.92021,-0.34799,1,3
35,1.18861,2.02865,1,9
36,-4.39379,-3.27664,1,10
37,-4.01175,-3.86597,1,9
38,-2.04007,-2.96483,1,6
39,-2.18345,-5.43622,1,8
40,-0.02145,-1.84719,1,4
41,-3.93227,1.26289,1,10
42,3.36236,1.95503,1,3
43,0.698,5.25347,1,9
44,4.61333,-2.79377,1,3
45,1.68385,2.39198,1,5
46,1.98718,-3.85106,1,9
47,-4.03787,-0.99204,1,11
48,4.90397,-0.11912,1,2
49,4.51266,2.41391,1,13
50,-4.92723,1.85554,1,11
51,2.66542,2.1122,1,7
52,4.87582,-1.1901,1,6
53,4.93345,0.14369,1,6
54,0.43362,-2.74775,1,4
55,1.02729,-2.28273,1,7
56,2.96314,-3.20774,1,7
57,5.07665,2.97808,1,11
58,-2.99563,2.18271,1,11
59,-0.29072,4.6817,1,9
60,0.96884,-2.97742,1,5
61,-4.77371,2.19476,1,11
62,2.78953,-1.75441,1,7
63,1.8255,3.9992,1,5
64,-0.44034,5.06458,1,13
65,3.46908,4.50372,1,12
66,3.8617,4.43998,1,8
67,3.10111,-3.33191,1,9
68,-2.30898,-1.2638,1,8
69,-2.56835,-0.83201,1,3
70,2.02806,2.61302,1,4
