node,type_node,x,y,t_arr,t_begin_service,t_wait,t_departure,ride_time,num_passenger,qi,ei,li,service_or_chg_time,Li,lyr,cus_set
248,depot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1257.6079683960957,0.0,0.0,1,Int64[]
243,bus stop,14.98814,-2.21174,18.25355418842583,217.11966871736126,0.0,217.61966871736126,27.380331282638736,2,2,217.11966871736126,241.24644581157418,0.5,27.380331282638746,1,"[331, 464]"
233,bus stop,13.58814,-5.01174,221.39134964326453,221.39134964326453,0.0,221.89134964326453,23.108650356735467,3,1,218.32604103264703,242.05069402176468,0.5,26.173958967352966,1,[420]
226,bus stop,12.18814,-5.01174,223.57809663121634,223.57809663121634,0.0,224.07809663121634,20.92190336878366,4,1,220.68374693626356,243.62249795750904,0.5,23.816253063736447,1,[281]
234,bus stop,13.58814,-3.61174,226.46351709786975,227.5603003271362,0.0,228.0603003271362,16.93969967286381,7,3,219.09045049070428,242.5603003271362,0.5,25.409549509295726,1,"[263, 327, 341]"
246,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,4,-3,245.0,260.0,0.0,25.409549509295726,1,Int64[]
246,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,3,-1,245.0,260.0,0.0,23.816253063736447,1,Int64[]
246,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,1,-2,245.0,260.0,0.0,27.380331282638746,1,Int64[]
246,transit stop,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,-1,245.0,260.0,0.0,26.173958967352966,1,Int64[]
248,depot,0.0,0.0,245.0,245.0,0.0,245.0,0.0,0,0,0.0,1257.6079683960957,0.0,0.0,1,Int64[]
